step,metric,prior,mean,std,n_seeds,rank
11000,structtex,Canny,50.07169358764796,17.334637073621295,3,3
11000,structtex,LoG,17.390581732474924,4.2452748319549265,3,2
11000,structtex,SLoG,1.7616337065103214,0.2571853463059167,3,1
11000,spectrum,Canny,1.0378208264935538,0.20122385515165708,3,3
11000,spectrum,LoG,0.8688603306769002,0.23265446652738525,3,2
11000,spectrum,SLoG,0.3596785820983299,0.10642182919683386,3,1
11000,energy,Canny,2.3143827489902473,1.0274176798219796,3,2
11000,energy,LoG,2.4434128459939277,0.6839266836138284,3,3
11000,energy,SLoG,2.231470799846623,0.42070998918232533,3,1
11500,phi_fdrr,Canny,15.922580009482308,19.120125021354422,3,3
11500,phi_fdrr,LoG,5.22882309326607,4.998515892351396,3,2
11500,phi_fdrr,SLoG,1.2867542920881192,0.3969215376005805,3,1
11500,geo_kid,Canny,40.78186185952363,22.349217285818284,3,3
11500,geo_kid,LoG,16.15232098593615,7.6910936039300495,3,2
11500,geo_kid,SLoG,0.6927209536103082,0.5338510931815079,3,1
11500,swd,Canny,0.12152719994386037,0.005352000463781024,3,3
11500,swd,LoG,0.11070694194899666,0.009208926193683497,3,1
11500,swd,SLoG,0.12081424312459098,0.003944414129832332,3,2
11500,structtex,Canny,36.72526167231152,8.439279178555513,3,3
11500,structtex,LoG,14.039477528106355,3.303343685019589,3,2
11500,structtex,SLoG,1.3996594933769952,0.2842276884324157,3,1
11500,spectrum,Canny,1.0768264280682607,0.3560541654149917,3,3
11500,spectrum,LoG,0.8895638980819099,0.13177560490247145,3,2
11500,spectrum,SLoG,0.3376882872074589,0.08497748172462509,3,1
11500,energy,Canny,2.331689322965834,0.8387160344875436,3,2
11500,energy,LoG,2.743210378704491,1.39003838742492,3,3
11500,energy,SLoG,2.3229983700059855,1.3263492640119585,3,1
12000,phi_fdrr,Canny,16.302311983645765,21.22983225201697,3,3
12000,phi_fdrr,LoG,4.737787324569486,4.050906392764947,3,2
12000,phi_fdrr,SLoG,1.2387961336088853,0.1842304877778498,3,1
12000,geo_kid,Canny,35.24990821524481,15.478577350194854,3,3
12000,geo_kid,LoG,16.42597323389498,5.447028431590801,3,2
12000,geo_kid,SLoG,0.7527294651989491,0.5090129280478829,3,1
12000,swd,Canny,0.11885924306180741,0.004203800981917278,3,2
12000,swd,LoG,0.1177061117357678,0.001619838664304531,3,1
12000,swd,SLoG,0.12446855339739059,0.0015303902643043024,3,3
12000,structtex,Canny,42.08507892479818,10.55629525694776,3,3
12000,structtex,LoG,14.806282113999407,4.6843568848806925,3,2
12000,structtex,SLoG,1.674859381305751,0.3003259718227906,3,1
12000,spectrum,Canny,0.96327508173924,0.2726498877141729,3,3
12000,spectrum,LoG,0.6438714641587847,0.054254057282023434,3,2
12000,spectrum,SLoG,0.3308815780456326,0.09842128752857764,3,1
12000,energy,Canny,2.1351435242764816,1.1875625018880134,3,2
12000,energy,LoG,2.060907427887719,0.350961445442709,3,1
12000,energy,SLoG,2.2426696184531547,0.8733787231350216,3,3
12500,phi_fdrr,Canny,14.463909638296597,16.34185799066155,3,3
12500,phi_fdrr,LoG,4.144905881177304,3.1346975368022085,3,2
12500,phi_fdrr,SLoG,1.1602622069656965,0.2456396416093787,3,1
12500,geo_kid,Canny,32.751952847826665,11.235007697644045,3,3
12500,geo_kid,LoG,13.819269802850625,4.923381441711105,3,2
12500,geo_kid,SLoG,0.7045212547520535,0.3487079603081835,3,1
12500,swd,Canny,0.1292951123581992,0.018203911811083284,3,3
12500,swd,LoG,0.12291929043001598,0.004756262440000246,3,2
12500,swd,SLoG,0.11443567855490579,0.009374648054761979,3,1
12500,structtex,Canny,46.03848157352647,25.871538736283423,3,3
12500,structtex,LoG,11.695502810535983,5.362782374808556,3,2
12500,structtex,SLoG,1.1471605074108995,0.0836222910260365,3,1
12500,spectrum,Canny,0.9086625946774497,0.37175176292214757,3,3
12500,spectrum,LoG,0.8220937991725012,0.15204349782023097,3,2
12500,spectrum,SLoG,0.3154176157424768,0.07974025815478306,3,1
12500,energy,Canny,2.45267654774806,1.3352275570119403,3,3
12500,energy,LoG,2.422967185633904,0.5768570852356555,3,2
12500,energy,SLoG,1.9882948412541408,0.6913175316401151,3,1
13000,phi_fdrr,Canny,14.218902214090704,17.466177743513693,3,3
13000,phi_fdrr,LoG,4.413459159199874,3.7053829303609733,3,2
13000,phi_fdrr,SLoG,1.1486232573091073,0.30128882695076203,3,1
13000,geo_kid,Canny,27.00069437781052,8.745876689446817,3,3
13000,geo_kid,LoG,14.569926111728515,5.188157141894198,3,2
13000,geo_kid,SLoG,0.87189148446517,0.839658907093613,3,1
13000,swd,Canny,0.11294347710079616,0.003657926401144813,3,2
13000,swd,LoG,0.12286833094225989,0.01703783605601664,3,3
13000,swd,SLoG,0.10811331702603233,0.009728040110306022,3,1
13000,structtex,Canny,40.51844770004762,12.965588817272655,3,3
13000,structtex,LoG,13.029449047031322,3.86789718851889,3,2
13000,structtex,SLoG,1.1164452940146699,0.36647976819244266,3,1
13000,spectrum,Canny,0.8810044789930277,0.2554938617041568,3,3
13000,spectrum,LoG,0.7495119975482405,0.17184013099025794,3,2
13000,spectrum,SLoG,0.32545841121397273,0.1228967489450068,3,1
13000,energy,Canny,2.1391809685943484,1.4063194638012735,3,2
13000,energy,LoG,2.2034027000681466,0.6175841124588879,3,3
13000,energy,SLoG,1.6915558189626605,0.29381476325900346,3,1
13500,phi_fdrr,Canny,12.804391718696477,14.756084835562424,3,3
13500,phi_fdrr,LoG,5.278730091338658,5.354899433169122,3,2
13500,phi_fdrr,SLoG,0.9732872672786765,0.09177869305530806,3,1
13500,geo_kid,Canny,26.763274874816318,9.535696307918164,3,3
13500,geo_kid,LoG,16.70236126606738,2.677970976366313,3,2
13500,geo_kid,SLoG,0.7988468202346514,0.684660168485301,3,1
13500,swd,Canny,0.1118131685588095,0.005110119896578165,3,2
13500,swd,LoG,0.11797010650237401,0.005958551743248584,3,3
13500,swd,SLoG,0.10933151675595178,0.006097919852247821,3,1
13500,structtex,Canny,36.61402987121961,17.561620206617057,3,3
13500,structtex,LoG,13.92855656432608,1.0321914868589237,3,2
13500,structtex,SLoG,0.9987384683414144,0.1533766490908222,3,1
13500,spectrum,Canny,0.9114363503389208,0.20738955416080695,3,3
13500,spectrum,LoG,0.6891658930835319,0.07158099744979456,3,2
13500,spectrum,SLoG,0.36892471506334884,0.18000987929676598,3,1
13500,energy,Canny,2.046749911146169,1.2266084202423955,3,2
13500,energy,LoG,2.111278699997852,0.6229505025820883,3,3
13500,energy,SLoG,1.785809576988714,0.5703238013254145,3,1
14000,phi_fdrr,Canny,11.62677462817548,13.83682482345946,3,3
14000,phi_fdrr,LoG,7.574214559219352,9.105020168253802,3,2
14000,phi_fdrr,SLoG,1.0718303322490816,0.28716813409369285,3,1
14000,geo_kid,Canny,21.957831945790332,9.724536727371646,3,3
14000,geo_kid,LoG,14.565828874597763,3.479457100778275,3,2
14000,geo_kid,SLoG,0.8034295061284903,0.6525118912552148,3,1
14000,swd,Canny,0.12934061967664293,0.0028553906171720767,3,3
14000,swd,LoG,0.11000070141421424,0.0026437852345642223,3,1
14000,swd,SLoG,0.11397334022654428,0.0010641227911502263,3,2
14000,structtex,Canny,35.39432249183815,11.619915400373978,3,3
14000,structtex,LoG,15.58837388974972,5.932971341729822,3,2
14000,structtex,SLoG,0.9232001087133782,0.3055645991944198,3,1
14000,spectrum,Canny,0.8412878944835555,0.09564239417074845,3,3
14000,spectrum,LoG,0.6592503167317824,0.04079446428414758,3,2
14000,spectrum,SLoG,0.3167372526915681,0.08025216899194532,3,1
14000,energy,Canny,1.8595319111912805,1.1860321002252958,3,1
14000,energy,LoG,2.1122181570683938,0.44752165988048986,3,3
14000,energy,SLoG,1.8703036926429288,0.6175297330313044,3,2
14500,phi_fdrr,Canny,10.96391634264914,11.86794982676094,3,3
14500,phi_fdrr,LoG,6.845172152122995,8.321774776955898,3,2
14500,phi_fdrr,SLoG,1.0868315230235883,0.25110866038604535,3,1
14500,geo_kid,Canny,19.559921261351054,10.796530257211488,3,3
14500,geo_kid,LoG,14.80329798764299,1.4197834841287649,3,2
14500,geo_kid,SLoG,0.7899366293745151,0.5042392295755325,3,1
14500,swd,Canny,0.12011325773265628,0.010340719542160495,3,2
14500,swd,LoG,0.12357542746596867,0.009087173347549682,3,3
14500,swd,SLoG,0.11864709274636374,0.0021446192942435414,3,1
14500,structtex,Canny,35.319474824412744,23.747308984241595,3,3
14500,structtex,LoG,12.64762355042316,7.569663608819056,3,2
14500,structtex,SLoG,1.0351861993407592,0.1626514624227856,3,1
14500,spectrum,Canny,0.9276792293799058,0.3230376072958854,3,3
14500,spectrum,LoG,0.7176755232566876,0.2775049548894837,3,2
14500,spectrum,SLoG,0.3225871591761949,0.16055736858469563,3,1
14500,energy,Canny,2.021497904056035,1.2216736371910495,3,2
14500,energy,LoG,2.227667016001558,0.6023295816111506,3,3
14500,energy,SLoG,1.6680830547466252,0.37755785749214443,3,1
15000,phi_fdrr,Canny,6.880890672359707,4.524493572714664,3,2
15000,phi_fdrr,LoG,7.549487063966912,9.309311310338973,3,3
15000,phi_fdrr,SLoG,1.0599593696740384,0.17755083926439522,3,1
15000,geo_kid,Canny,22.926898989442332,13.582878706215334,3,3
15000,geo_kid,LoG,13.239849230908158,1.4261805581959983,3,2
15000,geo_kid,SLoG,0.6794194742318999,0.38294894739452057,3,1
15000,swd,Canny,0.11504573374986649,0.005221282495411625,3,2
15000,swd,LoG,0.11379437810844846,0.006423913388486159,3,1
15000,swd,SLoG,0.1153594230612119,0.006892467464147482,3,3
15000,structtex,Canny,37.581783038002094,36.18814896803554,3,3
15000,structtex,LoG,15.8122457978823,5.136629098484649,3,2
15000,structtex,SLoG,1.0542454181708756,0.15808366164373103,3,1
15000,spectrum,Canny,0.8429325895195321,0.3056609674923293,3,3
15000,spectrum,LoG,0.7409339101025938,0.28471791074822983,3,2
15000,spectrum,SLoG,0.38741612258749475,0.16342499979154107,3,1
15000,energy,Canny,1.8459697042275465,0.8669863187470077,3,2
15000,energy,LoG,2.4017511065595656,0.8455066022976869,3,3
15000,energy,SLoG,1.6899883087215521,0.27711791073522535,3,1
15500,phi_fdrr,Canny,7.138129221166481,5.68271303061066,3,2
15500,phi_fdrr,LoG,7.338123753247189,9.022251352098966,3,3
15500,phi_fdrr,SLoG,0.9999948031810585,0.1255560911009849,3,1
15500,geo_kid,Canny,21.403883461928856,9.677161544708413,3,3
15500,geo_kid,LoG,12.74603877731453,2.2635775905775715,3,2
15500,geo_kid,SLoG,0.5635759010655438,0.31783363271395926,3,1
15500,swd,Canny,0.12272306448883481,0.003941222831918224,3,3
15500,swd,LoG,0.11331178579065536,0.005109204305136075,3,2
15500,swd,SLoG,0.10970960226323868,0.0044105650039921096,3,1
15500,structtex,Canny,29.285962293353816,19.829841069799077,3,3
15500,structtex,LoG,16.198331774182606,9.139008655100191,3,2
15500,structtex,SLoG,0.9925612687629375,0.21745895135803608,3,1
15500,spectrum,Canny,0.7939287011233679,0.2427770231249217,3,3
15500,spectrum,LoG,0.5901153998260563,0.046831958442158886,3,2
15500,spectrum,SLoG,0.26952914052506416,0.10327854545445062,3,1
15500,energy,Canny,2.025101530385457,0.9480868986037526,3,2
15500,energy,LoG,2.1322097170311958,0.5146652410882646,3,3
15500,energy,SLoG,1.6755662069486668,0.27814412350619583,3,1
16000,phi_fdrr,Canny,7.432987037288691,6.350883580791873,3,3
16000,phi_fdrr,LoG,6.465699605616936,7.500780763292465,3,2
16000,phi_fdrr,SLoG,0.9648306583239825,0.2188486963538896,3,1
16000,geo_kid,Canny,16.434291194473627,9.30254537396067,3,3
16000,geo_kid,LoG,11.577048372412078,1.057576114662064,3,2
16000,geo_kid,SLoG,0.4385752484843956,0.24997348199989328,3,1
16000,swd,Canny,0.1183126899931166,0.0037763275811198843,3,3
16000,swd,LoG,0.11674714254008399,0.011612752931832592,3,2
16000,swd,SLoG,0.11539247632026672,0.011134154089340358,3,1
16000,structtex,Canny,25.67596054654781,14.626372847944246,3,3
16000,structtex,LoG,14.770913415307168,3.349576843085356,3,2
16000,structtex,SLoG,0.9394175570439759,0.15759997830972086,3,1
16000,spectrum,Canny,0.8469550487683688,0.34291561738493154,3,3
16000,spectrum,LoG,0.673861474297076,0.14497515495765392,3,2
16000,spectrum,SLoG,0.3058803387875285,0.191061568672502,3,1
16000,energy,Canny,1.6534947631153913,0.3911481771464705,3,1
16000,energy,LoG,2.2571755088080097,0.529826054219996,3,3
16000,energy,SLoG,1.713280691789106,0.4262100964462215,3,2
16500,phi_fdrr,Canny,6.369703809452388,5.3549458403723005,3,2
16500,phi_fdrr,LoG,6.539680730710372,8.045080127429829,3,3
16500,phi_fdrr,SLoG,0.9336423268337565,0.01767568418583847,3,1
16500,geo_kid,Canny,17.906755601561027,6.34951627606082,3,3
16500,geo_kid,LoG,11.472440936449942,2.2800353374150255,3,2
16500,geo_kid,SLoG,0.49763360188333444,0.16019397592591508,3,1
16500,swd,Canny,0.1149868236647712,0.007264879811072071,3,2
16500,swd,LoG,0.10936215105983947,0.0014214981891018112,3,1
16500,swd,SLoG,0.12338395499520832,0.02055933556010684,3,3
16500,structtex,Canny,22.32204981151985,7.178219082489591,3,3
16500,structtex,LoG,12.233279406786105,4.582366644714255,3,2
16500,structtex,SLoG,1.003465776569286,0.14604199715306793,3,1
16500,spectrum,Canny,0.8064511404143424,0.11468400971562684,3,3
16500,spectrum,LoG,0.6198030225871584,0.2837686280192121,3,2
16500,spectrum,SLoG,0.2679833538413885,0.09648635474618933,3,1
16500,energy,Canny,1.8109851053091404,0.5571389986193332,3,2
16500,energy,LoG,2.157667395175666,0.42321751118969886,3,3
16500,energy,SLoG,1.6296742055756948,0.3200284366639405,3,1
17000,phi_fdrr,Canny,5.694091719741951,5.355773776634592,3,3
17000,phi_fdrr,LoG,5.189281298875513,5.323962365471875,3,2
17000,phi_fdrr,SLoG,1.1652281102056328,0.28975441915948247,3,1
17000,geo_kid,Canny,14.375154011614866,2.9885694832080008,3,3
17000,geo_kid,LoG,10.829707051076136,3.8405015999180736,3,2
17000,geo_kid,SLoG,0.5700009424635782,0.1039045860590613,3,1
17000,swd,Canny,0.1118364143702719,0.0063818008795472475,3,2
17000,swd,LoG,0.11171961327393849,0.0028868034047972156,3,1
17000,swd,SLoG,0.11560838917891185,0.008636512020041244,3,3
17000,structtex,Canny,20.11773115131545,5.703400975660777,3,3
17000,structtex,LoG,12.029639198379341,2.551927253712216,3,2
17000,structtex,SLoG,1.5469438750062656,0.29839611019625484,3,1
17000,spectrum,Canny,0.7280445340535379,0.21218972857587592,3,2
17000,spectrum,LoG,0.8298632571909957,0.2917466137438241,3,3
17000,spectrum,SLoG,0.3129091189430255,0.13555655681950532,3,1
17000,energy,Canny,1.4575729646655011,0.42813049984399043,3,1
17000,energy,LoG,2.097907948535685,0.23245385060901688,3,3
17000,energy,SLoG,1.6461626421046134,0.39437171695307355,3,2
17500,phi_fdrr,Canny,5.43087304588629,5.34394799415508,3,3
17500,phi_fdrr,LoG,4.39684426059673,4.517905640585334,3,2
17500,phi_fdrr,SLoG,0.9113154316729116,0.09603755547362966,3,1
17500,geo_kid,Canny,14.228574568833464,1.4763432231635845,3,3
17500,geo_kid,LoG,9.837664365290182,3.2155137397287974,3,2
17500,geo_kid,SLoG,0.5239463629957732,0.17411390546982988,3,1
17500,swd,Canny,0.12757779740624958,0.009052922941753654,3,3
17500,swd,LoG,0.11574704613950516,0.003723130739713336,3,1
17500,swd,SLoG,0.12066460814740922,0.014836661611796038,3,2
17500,structtex,Canny,14.7165268020297,2.2677203197283036,3,3
17500,structtex,LoG,11.934390054334388,3.588656090711346,3,2
17500,structtex,SLoG,1.1069473826302745,0.4678372467618322,3,1
17500,spectrum,Canny,0.7674584185053831,0.26517168266463353,3,3
17500,spectrum,LoG,0.5642953927373181,0.25324508145437385,3,2
17500,spectrum,SLoG,0.24752460965594825,0.13686535257838656,3,1
17500,energy,Canny,1.2468864829051285,0.18283903279421473,3,1
17500,energy,LoG,1.8377174176910467,0.7017316424783481,3,3
17500,energy,SLoG,1.6190906300734993,0.26204151489121397,3,2
18000,phi_fdrr,Canny,8.322958124157132,11.162408495928332,3,3
18000,phi_fdrr,LoG,4.5088778562825285,4.47750617780419,3,2
18000,phi_fdrr,SLoG,1.263874699255851,0.15499483655162602,3,1
18000,geo_kid,Canny,11.390961791819793,0.5177870888021502,3,2
18000,geo_kid,LoG,11.78762322316201,7.794371115930085,3,3
18000,geo_kid,SLoG,0.6414984667726901,0.14444664730894913,3,1
18000,swd,Canny,0.12471232646041447,0.006889533541940132,3,3
18000,swd,LoG,0.11835744480292003,0.008775778995769987,3,2
18000,swd,SLoG,0.11577176219887203,0.009095188819814654,3,1
18000,structtex,Canny,17.023913236960226,7.224428988449073,3,3
18000,structtex,LoG,11.20152886497484,1.2644425296599722,3,2
18000,structtex,SLoG,1.5663549655882514,0.21617375340176043,3,1
18000,spectrum,Canny,0.6839700119081943,0.16274587615697317,3,3
18000,spectrum,LoG,0.6221206789122068,0.14886288053386224,3,2
18000,spectrum,SLoG,0.2865280910685465,0.12113860927871399,3,1
18000,energy,Canny,1.3127651012853796,0.48974503374838124,3,1
18000,energy,LoG,1.830875393742665,0.41242664927372497,3,2
18000,energy,SLoG,2.0576969956957143,0.15194262697398078,3,3
18500,phi_fdrr,Canny,6.1788528417251785,6.960589974846837,3,3
18500,phi_fdrr,LoG,4.154072805048407,3.5974191300559126,3,2
18500,phi_fdrr,SLoG,1.0440335917472667,0.06948767933996906,3,1
18500,geo_kid,Canny,12.063867497222269,2.048609138741792,3,3
18500,geo_kid,LoG,10.571739135534768,5.475799172029779,3,2
18500,geo_kid,SLoG,0.9693511618282381,0.35770287422981417,3,1
18500,swd,Canny,0.12180383669005501,0.007374546571389484,3,3
18500,swd,LoG,0.11813349856270683,0.007548519530063752,3,2
18500,swd,SLoG,0.11744145469533072,0.013233305869047376,3,1
18500,structtex,Canny,15.964943793923384,2.075890732562175,3,3
18500,structtex,LoG,12.377968693431669,2.9874358955540252,3,2
18500,structtex,SLoG,1.4168560882002035,0.4432617430115998,3,1
18500,spectrum,Canny,0.7007200133255759,0.303743310128754,3,3
18500,spectrum,LoG,0.6527412882307805,0.22757058075664563,3,2
18500,spectrum,SLoG,0.22024224996926797,0.08478597411188947,3,1
18500,energy,Canny,1.4018185657051552,0.2179071040967047,3,1
18500,energy,LoG,1.8818027210241917,0.3254431159066006,3,3
18500,energy,SLoG,1.701302519486366,0.23239625797375388,3,2
19000,phi_fdrr,Canny,7.987334110888882,10.381765010458883,3,3
19000,phi_fdrr,LoG,3.5897380309647318,3.142015269479081,3,2
19000,phi_fdrr,SLoG,1.1951450525706961,0.1553322708080394,3,1
19000,geo_kid,Canny,13.134773877800567,7.619222044962979,3,3
19000,geo_kid,LoG,10.443825536266953,7.873830211793208,3,2
19000,geo_kid,SLoG,1.033398496378388,0.5806428391902634,3,1
19000,swd,Canny,0.1318573827544848,0.00325578020501552,3,3
19000,swd,LoG,0.11560601492722829,0.015188855748957973,3,1
19000,swd,SLoG,0.11909887608554627,0.005748470767645301,3,2
19000,structtex,Canny,17.7475155385268,7.46287283255382,3,3
19000,structtex,LoG,10.535697927527488,4.912880181010926,3,2
19000,structtex,SLoG,1.9273792011808581,0.662367325135901,3,1
19000,spectrum,Canny,0.7855377963859208,0.28244803824042264,3,3
19000,spectrum,LoG,0.5197105304010962,0.19691669394821848,3,2
19000,spectrum,SLoG,0.220666811557419,0.05490198997317477,3,1
19000,energy,Canny,1.2779581162380096,0.38184062456844475,3,1
19000,energy,LoG,1.6683154376492804,0.24064263381934362,3,3
19000,energy,SLoG,1.5622012572846131,0.34241535995749783,3,2
19500,phi_fdrr,Canny,6.846442081282253,8.523051782713226,3,3
19500,phi_fdrr,LoG,2.99640756470208,2.0744585465580823,3,2
19500,phi_fdrr,SLoG,1.2760985029693073,0.19956357693213264,3,1
19500,geo_kid,Canny,11.054504561105484,3.8974944591081155,3,3
19500,geo_kid,LoG,9.412524398922317,5.582503139349145,3,2
19500,geo_kid,SLoG,0.9472330393172227,0.2504047025518363,3,1
19500,swd,Canny,0.13264890677399108,0.014656862377485818,3,3
19500,swd,LoG,0.11299713369872837,0.005122249023448872,3,1
19500,swd,SLoG,0.12244261884027056,0.017437156378074505,3,2
19500,structtex,Canny,16.702110518811562,3.229996383052753,3,3
19500,structtex,LoG,7.847204420402265,1.7324870424369068,3,2
19500,structtex,SLoG,1.6739290764343384,0.4981352769317415,3,1
19500,spectrum,Canny,0.7515327696560786,0.17059496941246016,3,3
19500,spectrum,LoG,0.629858577211515,0.23929156248135294,3,2
19500,spectrum,SLoG,0.2202177448578966,0.046265832267698107,3,1
19500,energy,Canny,1.220751637039668,0.1461664834578755,3,1
19500,energy,LoG,1.6975181435482967,0.4443420440634892,3,2
19500,energy,SLoG,1.9511569197479564,0.5694403627693482,3,3
20000,phi_fdrr,Canny,7.514669982583861,9.722013442620762,3,3
20000,phi_fdrr,LoG,1.9616008207974025,0.6100459477781889,3,2
20000,phi_fdrr,SLoG,1.2164090580968132,0.37248385925747834,3,1
20000,geo_kid,Canny,12.052532777907835,5.4396011166210565,3,3
20000,geo_kid,LoG,9.516368559311276,5.086642615656294,3,2
20000,geo_kid,SLoG,1.0322471215832556,0.38128098060083243,3,1
20000,swd,Canny,0.1161052973734008,0.009302632341927155,3,2
20000,swd,LoG,0.1205471795466211,0.002943993794895382,3,3
20000,swd,SLoG,0.11213755690389209,0.006023190826856439,3,1
20000,structtex,Canny,17.078308819313904,6.274929161024285,3,3
20000,structtex,LoG,8.49180834084226,4.963822990522365,3,2
20000,structtex,SLoG,1.7239697909844474,0.5258399699296799,3,1
20000,spectrum,Canny,0.8354088191299608,0.26022458253261294,3,3
20000,spectrum,LoG,0.4157870244276369,0.13924685167866097,3,2
20000,spectrum,SLoG,0.15377921659819577,0.049965993019033615,3,1
20000,energy,Canny,1.3882435357274205,0.4994786263128156,3,1
20000,energy,LoG,1.4456530977508493,0.06760747847437226,3,2
20000,energy,SLoG,2.061243047541438,0.9584059141228741,3,3
20500,phi_fdrr,Canny,6.859474165778779,8.590402028885464,3,3
20500,phi_fdrr,LoG,1.8458088238635095,0.4410882251921607,3,2
20500,phi_fdrr,SLoG,1.336489126024384,0.33537111271890907,3,1
20500,geo_kid,Canny,12.47202266089377,8.559945193199253,3,3
20500,geo_kid,LoG,8.598652576253778,7.883556445866416,3,2
20500,geo_kid,SLoG,1.1065570746907432,0.486070440962714,3,1
20500,swd,Canny,0.10777801689174442,0.0071962733733739286,3,1
20500,swd,LoG,0.11744299530982971,0.010608391064001197,3,2
20500,swd,SLoG,0.1181544057197041,0.01588183142042241,3,3
20500,structtex,Canny,15.816683997269067,6.337613653954382,3,3
20500,structtex,LoG,6.717228439537212,5.441540586437751,3,2
20500,structtex,SLoG,1.8061134047059095,0.07474687053894599,3,1
20500,spectrum,Canny,0.7365937104917317,0.2641980129280179,3,3
20500,spectrum,LoG,0.5184830088010245,0.17361570974025023,3,2
20500,spectrum,SLoG,0.17816208484544852,0.03770386658458128,3,1
20500,energy,Canny,1.3641536304537176,0.4924221685874855,3,1
20500,energy,LoG,1.6141037263950988,0.3524713936961107,3,2
20500,energy,SLoG,1.8320448261124034,0.3069033702483814,3,3
