prior,seed,step,phi_fdrr,geo_kid,swd,structtex,spectrum,energy
Canny,42,11000,40.418424452849216,82.26900185033917,0.140579824646314,48.83535759823523,1.1113178748116397,3.4964605938530187
Canny,42,11500,37.99188018976018,66.571837196815,0.12648080786069235,44.14304388698778,1.3852369326405063,3.264635634029095
Canny,42,12000,40.810541174752245,52.38756539081478,0.12312626590331395,51.70568952198578,0.9947261286950284,3.4534197822658808
Canny,42,12500,33.267636628609296,43.192496119525224,0.1198213795820872,38.44668804565208,0.6438199254654033,3.969153313617785
Canny,42,13000,34.30945540251314,33.83202533801548,0.1162806898355484,44.71464021912178,1.0387365755995344,3.7515186688849567
Canny,42,13500,29.737564401794746,31.212984584200722,0.10867633918921153,36.366138582177044,0.8785056920692552,3.457480246695611
Canny,42,14000,27.55620077584394,19.09499552879345,0.132636787990729,36.20758458562396,0.9359410989270777,3.218523453830691
Canny,42,14500,24.39673215734172,13.308372031450109,0.11765096088250478,28.944114764755263,1.155251288108492,3.4143822065450316
Canny,42,15000,11.092278049753093,11.30150961685024,0.10913169384002686,13.604714768551215,0.8506471928050331,2.8329635778844473
Canny,42,15500,13.379637199178172,12.215536521740606,0.12642726053794226,15.75521647474904,0.886436153215565,3.084419232952419
Canny,42,16000,14.556316776869705,7.833876535395261,0.11993645876646042,18.72506245516378,0.68402782985873,2.0682962568887047
Canny,42,16500,12.480300659090657,10.94739633937694,0.10814690838257472,15.20713284705404,0.789352958133559,2.3864210808512625
Canny,42,17000,11.858972192612438,11.011853648465259,0.11210735390583675,14.98064734818703,0.6371078197810337,1.9343821732307258
Canny,42,17500,11.595554296055246,12.6335833694205,0.135793666044871,15.33197736222585,0.6459716766260829,1.382106830569252
Canny,42,18000,21.212123222797782,11.180277727803361,0.12738905350367227,25.343176714586043,0.72749651646783,1.874714630999256
Canny,42,18500,14.21313609354953,13.463116189496233,0.12524623175462088,17.194943999271906,0.49603994780514904,1.5550258399452153
Canny,42,19000,19.97098915020943,21.930527865806926,0.12922470023234686,26.207838794594373,0.6324713622838738,1.5408301761218364
Canny,42,19500,16.68766167083014,15.422767975676313,0.1341722384095192,20.4273358877033,0.7181435148780121,1.1670842908853272
Canny,42,20000,18.739429039399816,18.06722934670844,0.11336170633633931,24.275806647265437,0.7740865938064823,1.9646386695177065
Canny,42,20500,16.778743196821104,22.120350695453244,0.10283707827329636,21.981424383095625,0.689044323199015,1.9314504411917286
Canny,42,21000,22.370775771953685,23.306899588991804,0.1097238486011823,30.230985973388968,1.2256060270101568,2.400512421689459
Canny,42,21500,25.080368647978897,20.522954565779326,0.10317952930927277,31.714355877626662,1.0691803600243077,3.5114153509324484
Canny,42,22000,18.41429067839018,14.639618474472096,0.11739057302474976,23.056015150862958,0.868146145196122,2.3662212296980982
Canny,42,22500,15.020928829871991,16.775015083089894,0.1003160501519839,18.50481648829455,0.832718368925587,2.0372166172569157
Canny,42,23000,8.78669520277839,6.315748226516506,0.11167140553394954,12.16009389162274,0.718636718482489,1.5293295507110078
Canny,42,23500,20.209919442967376,6.055896914929294,0.11333539088567098,25.306133117462426,1.0317036651872802,1.716423263894795
Canny,42,24000,9.186221418335059,6.2049600362452235,0.11415059119462967,10.852428373162338,0.8892807562581766,1.3520091971770007
Canny,42,24500,7.569795192382351,4.062977840788394,0.126017856101195,8.870679633873745,1.2239447673751491,2.037676452950217
LoG,35,10000,3.0340834668289585,24.910360864404925,0.11087305347124736,18.76961086070408,0.7641715753587071,2.134461966387317
LoG,35,10500,2.558490185843976,29.43505230760629,0.11236102133989334,22.69454892576019,0.6625030087537721,1.70176216530353
LoG,35,11000,2.730386775824313,30.89243560632683,0.12472229202588399,20.76044606836956,0.682654565330668,1.8531182926110568
LoG,35,11500,2.5158764820383896,21.83948688845711,0.11454105625549953,17.80767786036137,0.7467378601688991,1.82600826927608
LoG,35,12000,2.753224389000325,21.937364657689866,0.11823424945274989,20.04952087012234,0.6853299708377721,2.0491135097298576
LoG,35,12500,2.50015278709982,17.855229855897228,0.12135025610526402,17.887599058152983,0.6994477375920466,2.1602645669055724
LoG,35,13000,2.3572114592035245,18.696668253851264,0.10370598485072453,17.275035024114185,0.5614498676766605,1.7112552870330342
LoG,35,13500,2.388646935271789,18.101541619530273,0.12208285927772522,14.975125470075248,0.6239328297843051,1.924146511524039
LoG,35,14000,2.6623856723336394,15.24427639128695,0.10730678339799245,11.095305596861367,0.6774882171944742,2.0986257182182144
LoG,35,14500,2.4784950941141655,13.919936844729685,0.12882263461748758,12.824371211237342,0.5725288773300379,2.1617005088096732
LoG,35,15000,2.1845850380450074,12.617437798392228,0.12047189722458522,12.421617134664995,0.524119254639835,1.872219150192875
LoG,35,15500,2.6223862781669016,10.707658151196101,0.11014563838640849,21.217586913977332,0.6334032151997162,2.402264533962384
LoG,35,16000,2.369248622588799,10.700861127789633,0.124199574192365,12.087474869887282,0.5372547237624595,2.265865855426457
LoG,35,16500,2.0077763340833585,9.933326977252966,0.10887180517117183,11.366076736404576,0.45867014835717884,1.955581620116755
LoG,35,17000,2.1099627909221086,8.254970583500285,0.11329726874828339,13.908478545641522,0.510304672169171,2.337934502899035
LoG,35,17500,1.494350103869985,8.32836429036443,0.11433718353509903,9.211219468059621,0.3508422543243566,1.2207929864006144
LoG,35,18000,2.00905122736772,6.4489153384099325,0.12757696211338043,12.086463693619013,0.5651973346867069,1.8613344051629228
LoG,35,18500,1.7466457926224133,7.801469411122459,0.11334206908941269,11.644273711687724,0.5136006581453205,1.6478561660458984
LoG,35,19000,1.648335333500868,6.153793264047154,0.13312856356302896,6.759687485843893,0.46916291470512744,1.6691698486904127
LoG,35,19500,1.5254076122532927,5.825271864236116,0.1085437461733818,7.968963999945728,0.484263555764348,1.3629736613545569
LoG,35,20000,1.5098582450552716,5.981209841794515,0.12387129167715709,10.44446108396538,0.4104336280828645,1.4984642918915316
LoG,35,20500,1.5846692903706543,4.871047138632029,0.1267263169089953,5.898035613529664,0.5230168630628834,1.6939189532718644
LoG,35,21000,1.888691338284394,4.8632731401317875,0.11678144832452138,8.925846679331373,0.6350118139172047,2.1034302801780536
LoG,35,21500,1.4296387281762875,4.7152296348059854,0.12269798914591472,7.237723219896328,0.530242053889214,1.3797066397399942
LoG,35,22000,1.6639391775676668,4.836773954518593,0.11057567844788234,7.006976500806504,0.667862981385518,1.8986776764292883
LoG,35,22500,1.5069089304153682,4.499648517574318,0.10150072971979777,5.704083915776741,0.5815795772796702,1.6962521708904998
LoG,35,23000,1.439250877928485,4.467888361076591,0.11678406596183777,8.298876981886512,0.4804116343409907,1.5264841621681933
LoG,35,23500,1.6834063468271852,4.94515140813131,0.12714494268099466,7.734827249642156,0.6407415181783083,2.0561273677150487
LoG,35,24000,1.2239761305923227,4.055823158348021,0.11145021766424179,6.737582524452813,0.5108023501920318,1.263118279884777
LoG,35,24500,1.1484600435655663,4.220479517402558,0.11138173441092174,4.11986284801127,0.4269798444764217,1.2291052850066961
LoG,39,10000,2.643975473542011,10.073687221920727,0.12454180171092351,11.239986838351616,1.4538866367315577,2.4979894292625704
LoG,39,10500,1.9756522213319336,11.32083011305796,0.12360543757677078,12.03951521740148,0.7673534507511227,1.7395406715018318
LoG,39,11000,2.6701688121211995,10.744865688345746,0.10657745599746704,18.788727436894597,1.1296643180244046,2.2842254841820933
LoG,39,11500,2.1733691964477733,7.401536597250674,0.11737935493389766,11.642952544709335,1.0064230633873157,2.061082746850357
LoG,39,12000,2.061830104779639,11.045674282487102,0.118995967010657,13.335547150050397,0.6638164889262512,1.7159915967093669
LoG,39,12500,2.1748965143646424,8.333876524601425,0.1191457783182462,8.653239858874576,0.7746249051083853,2.0242198274167094
LoG,39,13000,2.1921604900717258,8.745641056233453,0.13630841920773187,12.107438488553871,0.78873880078959,2.0025386829107297
LoG,39,13500,1.9897973926550205,13.614623417159246,0.11113688101371129,12.911369884605659,0.6778242083753719,1.603343766226471
LoG,39,14000,1.9798591311749945,10.797114856538169,0.11010399460792542,13.356135667746448,0.6125185687280652,1.6716475580248282
LoG,39,14500,1.6156142133711024,14.04892673739709,0.11308246354262035,4.991133881250315,0.5428456563246571,1.661036027079412
LoG,39,15000,2.164928298701521,14.871450339115578,0.10765834897756577,13.29297990762708,0.6353135700354832,1.9561803019990998
LoG,39,15500,1.650970147123881,12.348353363337756,0.11058375736077626,5.649625427508055,0.5404027174659342,1.5387249961867517
LoG,39,16000,1.9051408619850152,11.27846759407237,0.12267504384120305,13.700365454178836,0.6583690123391642,1.7230577369840374
LoG,39,16500,1.7828346148444862,10.392158110736899,0.11096391081809998,8.14647658825874,0.9474560475204576,1.8733739796960063
LoG,39,17000,2.121020912288526,15.243974968396387,0.10838777820269267,9.124308860800435,1.0819887444536411,1.8738502934986812
LoG,39,17500,2.094011274569078,13.530177328972815,0.11996920903523763,16.000916937587093,0.8441155480672462,1.691228556171814
LoG,39,18000,1.8394530006784362,20.731996662225665,0.11010561635096867,9.753336501870885,0.791045715866035,1.4040636635638064
LoG,39,18500,2.42612368023213,16.879127629250114,0.11422351747751236,15.663898571864411,0.9153615528215041,1.7440899589443457
LoG,39,19000,1.906107707062339,19.531025733004455,0.10749401400486629,16.09013200097127,0.7369736303100853,1.4272467359194356
LoG,39,19500,2.0946850098362053,15.844367537017973,0.11859472344319026,9.515599711641022,0.9060326332202332,1.5278930053175566
LoG,39,20000,1.719388203426056,15.346080699120105,0.11950140943129857,12.182375918131337,0.5576333728945497,1.3694578985959456
LoG,39,20500,2.355078247909123,17.654755379962495,0.11972252776225407,12.521920429934646,0.6897873863052795,1.919823413011322
LoG,39,21000,1.7313418723071836,16.0237545556322,0.11554963390032451,12.113955207116385,0.5366634328705728,1.4176804437156292
LoG,39,21500,1.8364988528119826,18.506620679338372,0.11785207192103068,9.120000903481444,0.6955041008428867,1.7761164541469174
LoG,39,22000,1.3517844662254628,12.908694407436766,0.11329446732997894,10.493310054597382,0.6952600809039362,0.9569932629924025
LoG,39,22500,1.4965276788377453,12.63884718656844,0.1099996343255043,5.021286487603981,0.5844369518930721,1.3182694475062737
LoG,39,23000,1.4275352588663737,7.956081436173832,0.12329551329215367,9.655980605605004,0.6316059382301789,1.5184693825799378
LoG,39,23500,1.0089940981623062,8.094508965536527,0.12660512079795203,4.472795221215162,0.4799076089450377,0.9812682765512372
LoG,39,24000,1.3463040488851106,6.552201624938012,0.1209705298145612,5.076072160496121,0.9481751456960825,1.313777276362652
LoG,39,24500,1.3906630933525546,5.969505980217753,0.11580902338027954,7.154194274153282,0.7527181889769464,1.4403366580153245
LoG,42,10000,9.148103727179652,18.068191467261425,0.10357155402501424,10.427833431408148,1.0298090036740588,3.911959329807064
LoG,42,10500,7.180779694711863,15.786291909047014,0.11068899432818095,8.153956033107814,0.8788946802976346,2.6657312666758326
LoG,42,11000,10.668201984753154,12.973143319503297,0.12766596178213754,12.622571692160614,0.7942621086756277,3.192894761188634
LoG,42,11500,10.997223601312045,19.215939472100665,0.10020041465759277,12.66780217924836,0.9155307706895148,4.342540119987035
LoG,42,12000,9.398307479928492,16.29488076150797,0.11588811874389648,11.033778321825485,0.5824679327123308,2.4176171772239314
LoG,42,12500,7.75966834206745,15.268703028053219,0.12826183686653772,8.545669514580386,0.9922087548170719,3.0844171625794305
LoG,42,13000,8.691005528324373,16.26746902510083,0.12859058876832327,9.705873628425914,0.8983473241784712,2.8964141302606765
LoG,42,13500,11.457745946089164,18.390918761512623,0.12069057921568553,13.899174338297332,0.7657406410909184,2.806345822243047
LoG,42,14000,18.080398874149424,17.65609537596817,0.11259132623672485,22.313680404641346,0.6877441642728079,2.566381194962139
LoG,42,14500,16.441407148883716,16.441030380802193,0.12882118423779806,20.127365558781822,1.0376520361153676,2.860264512115589
LoG,42,15000,18.298947855154207,12.230659555216672,0.11325288812319438,21.722140351354827,1.0633689056324633,3.3768538674867217
LoG,42,15500,17.741014834450784,15.182104817409726,0.1192059616247813,21.727782981062425,0.5965402668125185,2.4556396209444515
LoG,42,16000,15.122709332276992,12.751816395374227,0.10336680958668391,18.524899921855386,0.8259606867896042,2.782602934013534
LoG,42,16500,15.828431243203271,14.091837721359962,0.10825073719024658,17.187284895695,0.4532828718838387,2.644046585714236
LoG,42,17000,11.336860193415903,8.990175601331737,0.11347379287083943,13.056130188696065,0.8972963549501749,2.0819390492093386
LoG,42,17500,9.602171403351125,7.654451476533301,0.11293474584817886,10.591033757356453,0.4979283758203516,2.601130710500712
LoG,42,18000,9.67812934080143,8.181957668850435,0.11738975594441096,11.76478639943462,0.5101189861838784,2.2272281125012654
LoG,42,18500,8.289448942290676,7.034620366231732,0.12683490912119547,9.825733796742869,0.529261653725517,2.2534620380823305
LoG,42,19000,7.214771052330987,5.646657611749252,0.10619546721378963,8.757274295767305,0.35299504618807553,1.908529728337993
LoG,42,19500,5.36913007201674,6.567933795512863,0.11185293147961299,6.057049549620046,0.49927954264996366,2.2016877639727768
LoG,42,20000,2.6555560139108803,7.221815137019213,0.11826883753140767,2.84858802043006,0.2792940723054964,1.4690371027650706
LoG,42,20500,1.5976789333107513,3.2701552101668137,0.10588014125823975,1.7317292751473266,0.34264477703491064,1.2285688129021104
LoG,42,21000,2.451962329936403,3.641109462908303,0.12337195873260498,2.5448641528887053,0.5128989857576957,1.9283949070101358
LoG,42,21500,2.0646310788805677,3.4209826100781,0.12181317309538524,2.327392005510328,0.38600884917185124,1.3929142895438933
LoG,42,22000,1.6378499258462431,2.9663317698242713,0.11747243255376816,1.661139251800552,0.5675151192396504,1.8785903708774112
LoG,42,22500,1.7210012786404458,2.5442040201882863,0.1302241012454033,1.839304501154082,0.3044286536382894,1.4287203246197346
LoG,42,23000,2.2867739383262853,2.8596793046324267,0.10415002952019374,2.525619163347406,0.562244956161595,2.242110367653092
LoG,42,23500,1.1183728611741137,4.766856795542011,0.11113372693459193,1.1712926933998802,0.4081844492348538,1.1453011918521059
LoG,42,24000,1.5498417414481016,3.3131222581007607,0.10973214358091354,1.6162895108368096,0.38517311520827163,1.337228329214457
LoG,42,24500,1.7420148514831508,4.1926410685118345,0.117161658902963,1.9972049218992087,0.4517511801876045,1.3260746294182464
SLoG,35,10000,1.6578904368883884,0.7941492352025362,0.10316334416468938,2.081977199870936,0.478191643002021,2.6825121478237226
SLoG,35,10500,1.2000514844584549,0.5662393162611681,0.12548770507176718,2.1538199575777526,0.4342853046927724,1.594799987696094
SLoG,35,11000,1.076500878036273,0.4122253892111608,0.10822516679763794,1.465357619961554,0.3828078934866451,1.7568830809375984
SLoG,35,11500,1.1325198880191905,0.21434533198382572,0.12068839371204376,1.5912511465468606,0.4178553525550661,1.612887311234021
SLoG,35,12000,1.1235303800998473,0.28623886551746447,0.12278370062510173,1.9818621478033485,0.35068430188807365,1.7830540887617288
SLoG,35,12500,0.908908863188709,0.302793368930891,0.12258376677831014,1.1390337518147218,0.33523354826157403,1.4504379959041203
SLoG,35,13000,0.8109713511585536,0.17745911875917036,0.10202636569738388,0.6947091105755687,0.2568733216786675,1.3803084335798452
SLoG,35,13500,0.8864216640202629,0.12294120433604752,0.10231979191303253,1.065078972017568,0.3410337926170629,1.4234415798382292
SLoG,35,14000,0.8266958136730042,0.21118607360199512,0.11500175297260284,0.8716875498778691,0.2889044792600025,1.3178127874464245
SLoG,35,14500,0.7983461469287361,0.2952440456205522,0.1167561411857605,0.8897022500878311,0.23201680116360518,1.260586296689976
SLoG,35,15000,0.8600358581143693,0.2378091942585893,0.12002032498518626,0.8795670698662847,0.25656140963197227,1.3713316241203555
SLoG,35,15500,1.1056681816621976,0.32873635400625484,0.11032616843779881,1.2261047881793103,0.29472531941140534,1.9913328883745935
SLoG,35,16000,0.7446190095635885,0.3143549516304306,0.11125991990168889,0.8420682699421209,0.16568653335808567,1.2218724044803864
SLoG,35,16500,0.9359367228901636,0.5028121403896033,0.10351268202066422,1.073047508232029,0.19104564128193288,1.419050690565203
SLoG,35,17000,0.8927356004716221,0.6899371718005096,0.10692103207111359,1.8623322039041048,0.19730811816134983,1.290570191726652
SLoG,35,17500,0.9522574200818456,0.6979395327455145,0.11035732179880142,1.6212837924129493,0.13824933565172343,1.477199428171322
SLoG,35,18000,1.2283277331335059,0.7451255815405273,0.12543148547410965,1.4968515799204634,0.22303787597530644,2.1315070683563087
SLoG,35,18500,1.1185663168414068,0.9406749597061997,0.12431618571281433,1.560402082431922,0.1721491118938324,1.8381038204672795
SLoG,35,19000,1.2931133071061187,0.7513757030564653,0.12057635933160782,2.641459299992294,0.16503946383777512,1.956147085259357
SLoG,35,19500,1.401654553856367,0.9577740913161532,0.1363688806692759,1.3681578856899446,0.16867526032925204,2.5843111538880943
SLoG,35,20000,1.6096091284114373,0.8031279159918304,0.111914557715257,2.207094041455397,0.11582270877161199,3.1679131054990566
SLoG,35,20500,1.2372485324680205,0.8075572908180979,0.12876800944407782,1.8327203501612161,0.14391314692358026,2.182785713017326
SLoG,39,10000,1.840667903033924,1.3061416848058103,0.11630634466807048,2.10640185149036,0.6704613960997867,3.1234841929788897
SLoG,39,10500,1.1983845684884564,1.3390043664371816,0.12172410885492961,1.3166870602552525,0.272196726148272,1.6238826976247873
SLoG,39,11000,1.485266419688482,1.5418994770414867,0.10952872534592946,1.9273689870395878,0.4526336946091719,2.3789216418020636
SLoG,39,11500,0.9900994801055685,1.2686053090541685,0.12482007592916489,1.0730935263961205,0.3466058119245255,1.5028904710542823
SLoG,39,12000,1.1415864219781031,1.295626264675146,0.12484940886497498,1.661027842237505,0.4178958440442578,1.6950742911550216
SLoG,39,12500,1.1721190389356604,0.9290129545925255,0.10418988267580669,1.0678982922674847,0.3833813733908421,1.7463882220755456
SLoG,39,13000,1.2448658104224133,1.8050682866063752,0.10298081984122594,1.2971245769128699,0.4673412669827915,1.9641021952027071
SLoG,39,13500,1.0692948130998845,1.4919379746179415,0.11339542269706726,1.1077779196368613,0.5612521512118124,1.4907727083824238
SLoG,39,14000,1.001013677804077,1.5029214688172563,0.11287678281466167,0.6466658548812306,0.4072004431958965,1.7561540621086262
SLoG,39,14500,1.2058214853679758,1.303208919091211,0.11820778747399648,1.0050626617165204,0.507966686012605,1.737631098886959
SLoG,39,15000,1.1992561310815484,0.9198502805000344,0.10744210332632065,1.1874763132962907,0.570595394675411,1.8745708480889045
SLoG,39,15500,1.0331184816854284,0.43674987946885857,0.10502319534619649,0.9556735746103886,0.3578781777291273,1.466862539426711
SLoG,39,16000,1.18229044960093,0.2750446867319302,0.12800204008817673,1.1212465861358796,0.5235028179729279,1.9822972288411986
SLoG,39,16500,0.950058773686094,0.3349131458577384,0.14456839859485626,1.1017051775818445,0.37623801055212397,1.472028739436039
SLoG,39,17000,1.133341984114673,0.5127966428095686,0.124193141857783,1.2690919389546456,0.4621037469376981,1.5775962117263125
SLoG,39,17500,0.9800970410730035,0.5241875837918683,0.1376692603031794,0.9928359239503367,0.40103747411611634,1.4585931048714247
SLoG,39,18000,1.12974127247653,0.7028701545953179,0.10737261921167374,1.8087314430586168,0.42621441918701997,1.8829492345950014
SLoG,39,18500,1.0325003255468346,0.6268495190179191,0.10218571623166402,1.7705556324694518,0.3181396751878372,1.432971696791585
SLoG,39,19000,1.0160464365561737,0.6476334084293154,0.12396439164876938,1.807610479096366,0.27481349022628154,1.3360171776102479
SLoG,39,19500,1.045981361350922,0.6917242673857249,0.10288588454325993,2.248734970330948,0.23382114212470184,1.4809597727543835
SLoG,39,20000,0.8688470941767302,0.8212249706061285,0.11826915045579274,1.800921233640215,0.2103882835984511,1.5096207184085362
SLoG,39,20500,1.0619377681360072,0.8447008915403222,0.12579928835233053,1.7217033394883912,0.21856399446995037,1.6127961265451383
SLoG,39,21000,0.9688745427194468,0.7333998864385063,0.1234378566344579,1.4779481213199819,0.27336201578935826,1.5400593935635185
SLoG,39,21500,0.9834989359795807,0.6648607678229177,0.10819206883509953,1.9657300511843454,0.2920603938940734,1.4818688142098841
SLoG,39,22000,0.9184425838967141,0.7624737094721712,0.10909159481525421,1.3749447298349684,0.31525243845315604,1.4117559986023858
SLoG,39,22500,0.8774837430189318,0.5809210604553179,0.10334172348181407,1.632665949155326,0.4126049645648568,1.2636086979427752
SLoG,39,23000,1.0549669332763771,0.5263281228282568,0.12244476129611333,0.8443541087831506,0.38241367598597903,1.9256039233672477
