image,algorithm,height,width,fault_mask_found,fault_mask_path,edge_threshold_used,edge_pixel_count,skeleton_pixel_count,component_count,connected_component_mean_length_px,connected_component_median_length_px,connected_component_p90_length_px,total_skeleton_graph_length_px,endpoint_count,break_rate_endpoint_per_px,breaks_per_100px,fragmentation_components_per_100px,local_directional_continuity,bidirectional_continuity_ratio,edge_density_full,edge_density_valid_signal,branch_point_count,crossing_structure_count,junction_count_total,local_orientation_entropy,spurious_short_edge_pixel_ratio,short_component_ratio,isolated_response_ratio,isolated_component_ratio,strict_isolated_pixel_ratio,mean_edge_response,low_coherence_threshold,edge_in_low_coherence_precision,low_coherence_edge_recall,edge_low_coherence_iou,edge_low_coherence_f1,response_low_vs_other_mean_ratio,response_vs_one_minus_coherence_corr,edge_to_low_coherence_mean_distance_px,edge_near_fault_precision,fault_coverage_recall,fault_edge_f1,edge_to_fault_mean_distance_px
197.png,LoG,512,512,FALSE,,0.173828289,36311,23677,3979,7.264703071,1,6.414213562,28906.25352,6049,0.209262677,20.92626772,13.76518751,0.925666273,0.868226549,0.138515472,0.150416772,236,342,578,0.363494188,0.397051991,0.937672782,0.206149428,0.719024881,0.052751615,0.280542463,0.560523069,0.220251764,0.078392563,0.061362603,0.115629857,0.661567648,-0.239133065,5.685937876,,,,
197.png,Canny,512,512,FALSE,,0.9,63880,55079,2828,21.38217502,4,52.14213562,60468.79096,5152,0.085200976,8.520097589,4.676792698,0.987626851,0.976070735,0.243682861,0.241178698,681,420,1101,0.482704878,0.106156611,0.669024045,0.030919225,0.410537482,0.013053977,1,0.560523069,0.427555862,0.24400067,0.183917345,0.310692881,1.012427424,-0.001541509,3.760708711,,,,
200.png,SLoG,512,512,FALSE,,0.35,110016,58525,2379,29.97974674,1.414213562,52.3764502,71321.8175,5463,0.076596478,7.659647765,3.335585216,0.987646282,0.976164032,0.419677734,0.420215444,1308,1154,2462,0.405439407,0.079829133,0.769651114,0.036189663,0.570828079,0.012575822,0.529639423,0.710605681,0.395445319,0.399591784,0.248055949,0.397507739,0.986992607,-0.012463256,4.057374863,,,,
200.png,LoG,512,512,FALSE,,0.185547307,67050,45013,6126,8.664849626,1.414213562,10,53080.86881,10476,0.197359241,19.73592414,11.54088118,0.959445059,0.92306667,0.255775452,0.275766515,550,751,1301,0.361294538,0.346100016,0.899608227,0.150334348,0.62504081,0.035189834,0.282921135,0.710605681,0.278312562,0.184557816,0.124821524,0.221940141,0.680296629,-0.231256398,4.896690549,,,,
200.png,Canny,512,512,FALSE,,0.9,69925,63029,2269,29.73200591,5.414213562,79.23330445,67461.92141,4177,0.06191641,6.191641022,3.363378855,0.992321014,0.984943439,0.266742706,0.265281413,453,252,705,0.415973216,0.07068175,0.603349493,0.019276841,0.35918907,0.007821796,1,0.710605681,0.402757301,0.256926171,0.186044658,0.313722855,0.96265756,-0.012505928,3.977124944,,,,
201.png,SLoG,512,512,FALSE,,0.35,93082,61388,6345,11.29598183,2,16.75979797,71673.00473,11855,0.165403977,16.54039766,8.852705456,0.985974431,0.972681957,0.355079651,0.370963954,902,1186,2088,0.422467142,0.253095067,0.848699764,0.101273865,0.574152876,0.025998566,0.505367339,0.515698135,0.344799132,0.309025702,0.194695858,0.325933762,0.967290377,-0.031229094,4.615541548,,,,
201.png,LoG,512,512,FALSE,,0.169922039,33827,21582,3169,8.693560471,1,6,27549.89313,5055,0.183485285,18.34852853,11.50276694,0.933972776,0.881753313,0.129039764,0.141779466,261,414,675,0.354047805,0.338476508,0.936888608,0.187795385,0.735563269,0.045315541,0.287007958,0.515698135,0.212031587,0.072629094,0.057192319,0.108196622,0.640422867,-0.244511761,6.506715141,,,,
201.png,Canny,512,512,FALSE,,0.9,54819,46087,2928,17.26832286,3.207106781,45.24335495,50561.64933,4805,0.095032501,9.503250119,5.790950333,0.977325499,0.956820795,0.209117889,0.208356396,492,353,845,0.487645268,0.11923102,0.672472678,0.042007508,0.452185792,0.017900927,1,0.515698135,0.403296571,0.203014984,0.156120477,0.270076485,1.027220183,0.008298517,4.040273079,,,,
206.png,SLoG,512,512,FALSE,,0.35,85405,50503,5738,9.718996388,2,19.12253967,55767.60127,9544,0.171138794,17.11387935,10.28912822,0.981050611,0.963586322,0.32579422,0.334538435,724,623,1347,0.432899117,0.26822169,0.816312304,0.099835653,0.545834786,0.031404075,0.522164047,0.592866373,0.361475899,0.284632935,0.189403516,0.318484877,0.959821517,-0.036470615,4.380438581,,,,
206.png,LoG,512,512,FALSE,,0.173829198,37892,24772,4176,6.921489868,1,7,28904.14169,6492,0.22460449,22.46044899,14.44775647,0.929961264,0.872355886,0.144546509,0.156880936,237,362,599,0.358003438,0.422775715,0.93151341,0.195987405,0.671455939,0.049047311,0.279755145,0.592866373,0.215571879,0.079601649,0.061723146,0.116269756,0.627287713,-0.264161546,5.947830684,,,,
206.png,Canny,512,512,FALSE,,0.9,66001,57288,2766,22.67438807,4,57.74873734,62717.35741,5090,0.081157756,8.115775617,4.410262349,0.989116371,0.978773914,0.251773834,0.250633406,653,443,1096,0.471093029,0.095377741,0.652928416,0.029360425,0.409255242,0.011887306,1,0.592866373,0.419095678,0.247236122,0.184134717,0.311002987,0.956707141,-0.011894539,3.875361102,,,,
207.png,SLoG,512,512,FALSE,,0.35,92077,55094,5912,10.31599248,2,18.65685425,60988.14752,9914,0.162556175,16.25561753,9.693686791,0.98294735,0.967255963,0.35124588,0.359125903,759,772,1531,0.39854598,0.249700512,0.828653586,0.097796493,0.564445196,0.030692997,0.520493448,0.609655738,0.356453761,0.302852588,0.195796277,0.327474305,0.963597521,-0.034636903,4.297282075,,,,
207.png,LoG,512,512,FALSE,,0.173828602,42418,27471,4047,8.042560035,1,8,32548.24046,6641,0.204035607,20.4035607,12.43385185,0.942521214,0.895817407,0.161811829,0.175518132,327,467,794,0.331289411,0.379054275,0.922411663,0.172764006,0.660983445,0.03902297,0.282261819,0.609655738,0.207962085,0.086355004,0.064982858,0.122035501,0.602842396,-0.269813289,5.834302687,,,,
207.png,Canny,512,512,FALSE,,0.9,62926,55214,2827,21.09740928,3.414213562,54.90782105,59642.37602,4966,0.083262947,8.32629471,4.739918475,0.986615717,0.974281885,0.24004364,0.238101576,559,393,952,0.438348651,0.099322636,0.668553237,0.034828123,0.44605589,0.013420509,1,0.609655738,0.404178385,0.227675716,0.170463252,0.291274847,0.928269232,-0.021001707,3.883575069,,,,
210.png,SLoG,512,512,FALSE,,0.35,90032,55752,6534,9.667694508,2,17.07106781,63168.71591,11431,0.180959829,18.09598285,10.34372775,0.98516643,0.971157985,0.343444824,0.352440208,888,886,1774,0.437406927,0.278375664,0.8362412,0.108354857,0.561830425,0.031783613,0.502757609,0.538540196,0.355291921,0.297382033,0.193152181,0.323767888,0.959741469,-0.039624512,4.512693778,,,,
210.png,LoG,512,512,FALSE,,0.17383039,28966,18817,3121,7.58610275,1,5.828427125,23676.22668,4658,0.19673743,19.67374304,13.18199915,0.92150712,0.861880215,0.110496521,0.120379972,177,275,452,0.343690425,0.380613275,0.943607818,0.208694266,0.741749439,0.054578307,0.288204074,0.538540196,0.186674047,0.053368147,0.043299978,0.083005807,0.630099767,-0.244899545,6.65251126,,,,
210.png,Canny,512,512,FALSE,,0.9,61605,52765,2825,20.56038419,3.414213562,53.71614716,58083.08533,5052,0.086978851,8.697885058,4.863722345,0.986354589,0.973599924,0.235004425,0.232360082,639,425,1064,0.490441054,0.104899081,0.663716814,0.034018762,0.424778761,0.013778073,1,0.538540196,0.421328076,0.232501558,0.176227173,0.299648193,1.010091433,0.000724968,3.865850594,,,,
214.png,SLoG,512,512,FALSE,,0.35,108099,57871,2785,25.30427,1,27.17401154,70472.39196,6047,0.085806652,8.580665183,3.951902189,0.988275647,0.977328887,0.41236496,0.428127937,1158,1275,2433,0.38474068,0.100395708,0.812926391,0.044651034,0.595691203,0.015741909,0.520242393,0.723374808,0.402402697,0.404575189,0.252729399,0.403486019,0.974689999,-0.026330496,3.704310916,,,,
214.png,LoG,512,512,FALSE,,0.158203274,72854,47563,5823,9.817130427,2,10.41421356,57165.15048,10562,0.184762918,18.47629178,10.18627599,0.965950429,0.935201732,0.277915955,0.302267922,531,841,1372,0.347230911,0.325526144,0.8957582,0.132161554,0.593851966,0.027857789,0.245552823,0.723374808,0.279551984,0.19843553,0.131292654,0.232110858,0.64494373,-0.258381414,4.452179275,,,,
214.png,Canny,512,512,FALSE,,0.9,67268,61543,2007,32.46981095,5.828427125,82.29259736,65166.91059,3617,0.055503629,5.550362857,3.079783869,0.991558731,0.983637457,0.256607056,0.259468553,337,199,536,0.399583697,0.063289082,0.596412556,0.017256227,0.356253114,0.007344458,1,0.723374808,0.41319989,0.251773329,0.185461222,0.312892937,0.945635067,-0.01980071,3.617536796,,,,
217.png,SLoG,512,512,FALSE,,0.35,128666,62492,1168,71.45901186,1,5.879898987,83464.12586,3617,0.043335984,4.333598373,1.399403622,0.984750032,0.97156436,0.490821838,0.481151267,1474,1873,3347,0.38986519,0.038772963,0.940924658,0.022082827,0.770547945,0.008129041,0.52527988,0.740131903,0.421077357,0.475873053,0.287665371,0.44680144,0.991543605,-0.013551378,3.54934978,,,,
217.png,LoG,512,512,FALSE,,0.13867195,94663,59162,4900,15.73252723,2,12.82842712,77089.38344,10379,0.134635919,13.46359192,6.356257868,0.98034209,0.962002637,0.361110687,0.39066228,582,1239,1821,0.352884531,0.228863122,0.869591837,0.084260167,0.54244898,0.015516717,0.218140021,0.740131903,0.298060645,0.273497719,0.16635172,0.285251382,0.654351719,-0.260817554,4.294904619,,,,
217.png,Canny,512,512,FALSE,,0.9,68304,63274,1806,36.94933797,6,106.8492424,66730.50438,3315,0.049677431,4.96774306,2.706408436,0.992184758,0.984575023,0.260559082,0.265347297,289,138,427,0.39048335,0.053623921,0.57585825,0.01525113,0.34440753,0.005594715,1,0.740131903,0.405366608,0.252644722,0.184330772,0.311282586,0.918860388,-0.026595711,3.623344847,,,,
224.png,SLoG,512,512,FALSE,,0.35,84103,50487,6113,9.033673767,2,17.89949494,55222.84774,10020,0.181446637,18.14466369,11.06969352,0.982916415,0.9667043,0.320827484,0.337714068,762,590,1352,0.416100591,0.278844059,0.82234582,0.110998871,0.563389498,0.033454157,0.521893859,0.589512229,0.356480908,0.282107596,0.18691777,0.314963302,0.965111809,-0.037678621,4.222623336,,,,
224.png,LoG,512,512,FALSE,,0.166015774,38931,25472,4297,6.914827517,1,7.414213562,29713.01384,6711,0.225860629,22.58606292,14.4616767,0.9326123,0.878022927,0.148509979,0.162275472,273,372,645,0.359972447,0.411549937,0.923202234,0.198178392,0.679776588,0.049073492,0.269927561,0.589512229,0.21666151,0.082388007,0.063479233,0.119380296,0.618246838,-0.266335225,5.596451684,,,,
224.png,Canny,512,512,FALSE,,0.9,63995,55573,2769,21.92084037,3.828427125,56.38233765,60698.80697,4984,0.082110345,8.21103453,4.561868903,0.987448931,0.976283447,0.244121552,0.247505241,595,440,1035,0.458231896,0.096107822,0.64969303,0.031256186,0.418923799,0.012470084,1,0.589512229,0.416100348,0.241330287,0.18027876,0.305485054,0.935958832,-0.017852577,3.763803562,,,,
226.png,SLoG,512,512,FALSE,,0.35,79305,50833,7091,7.826466965,1.414213562,14.07106781,55497.47725,11576,0.208586058,20.85860579,12.77715736,0.980081856,0.961501387,0.302524567,0.321093642,751,690,1441,0.438923091,0.337733362,0.858553095,0.131981193,0.582146383,0.040033049,0.515784144,0.496536589,0.329719893,0.252886053,0.167022215,0.286236565,0.955198816,-0.043433002,4.691928435,,,,
226.png,LoG,512,512,FALSE,,0.158203274,32534,20910,3675,6.774638157,1,6.242640687,24896.79523,5626,0.225972859,22.59728591,14.76093596,0.924318492,0.86432329,0.124107361,0.135528353,252,283,535,0.366144896,0.420755619,0.936326531,0.215208034,0.705034014,0.053180297,0.265920013,0.496536589,0.192775537,0.06240654,0.04947717,0.094289179,0.595206715,-0.271696593,6.496797698,,,,
226.png,Canny,512,512,FALSE,,0.9,59369,49982,2940,18.81719674,3.414213562,48.52375901,55322.55842,5070,0.091644352,9.164435169,5.31428785,0.983253956,0.967688368,0.226474762,0.229191621,631,431,1062,0.503924251,0.116321876,0.676530612,0.038173743,0.439115646,0.015845704,1,0.496536589,0.406610216,0.22259994,0.168018601,0.287698502,0.958790827,-0.008796593,4.016536104,,,,
23.png,SLoG,512,512,FALSE,,0.35,69150,47246,7853,6.300917681,1,10.41421356,49481.10655,12267,0.247912807,24.79128067,15.87070409,0.970939338,0.944757228,0.263786316,0.277597903,496,570,1066,0.412543058,0.412500529,0.895581307,0.170638784,0.619635808,0.048575541,0.505390882,0.477467483,0.288828256,0.196941508,0.132627492,0.234194372,0.95442688,-0.043728171,5.490588395,,,,
23.png,LoG,512,512,FALSE,,0.166015774,23974,15095,2192,9.042787325,1,6.828427125,19821.78982,3347,0.16885458,16.88545803,11.0585372,0.924080849,0.86856575,0.091453552,0.099700362,163,243,406,0.3215442,0.344948658,0.935218978,0.177873468,0.718065693,0.046240477,0.285196692,0.477467483,0.141086113,0.034551142,0.028546574,0.055508569,0.564629182,-0.27265771,8.019330588,,,,
23.png,Canny,512,512,FALSE,,0.9,55956,47192,2999,17.22540021,3.414213562,47.04751801,51658.97523,4940,0.095627139,9.562713891,5.805380356,0.97700882,0.956221393,0.2134552,0.212276832,494,364,858,0.503752053,0.127648754,0.678892964,0.03960417,0.425141714,0.016846076,1,0.477467483,0.389566343,0.203125958,0.154082954,0.26702232,1.015535932,0.004381382,4.410176889,,,,
230.png,SLoG,512,512,FALSE,,0.35,104837,60981,4327,17.04305761,2,28.3137085,73745.31028,8755,0.118719414,11.87194137,5.867491755,0.987930655,0.976484479,0.399921417,0.403597836,1173,1296,2469,0.414049238,0.153342844,0.792003698,0.063363999,0.55511902,0.020153818,0.510793269,0.624671769,0.390098315,0.372230981,0.235296316,0.380955262,0.965455675,-0.030352281,4.047480517,,,,
230.png,LoG,512,512,FALSE,,0.158204198,41585,27132,4540,7.068339623,1,7.242640687,32090.26189,7000,0.218134711,21.81347109,14.14759411,0.933731377,0.880768097,0.158634186,0.172139279,312,414,726,0.349742055,0.405978181,0.928193833,0.200316969,0.691189427,0.050604452,0.252200991,0.624671769,0.265520581,0.108060702,0.083192984,0.153606948,0.692131746,-0.212199968,5.204785559,,,,
230.png,Canny,512,512,FALSE,,0.9,64204,56562,2577,23.75263435,4,59.73868684,61210.53872,4652,0.075999985,7.59999846,4.210059336,0.988631964,0.978289311,0.244918823,0.241778578,526,342,868,0.440890878,0.093172094,0.656965464,0.027721792,0.403958091,0.011173579,1,0.624671769,0.417701007,0.238766259,0.179139127,0.303847311,0.973555579,-0.010747679,3.861480735,,,,
238.png,SLoG,512,512,FALSE,,0.35,84675,56495,6752,9.49330657,2,15.06396103,64098.80596,11650,0.181750656,18.17506555,10.53373756,0.981175303,0.963430392,0.323009491,0.33979373,798,923,1721,0.418422043,0.292096646,0.851155213,0.113284361,0.569312796,0.032480751,0.505832493,0.503316462,0.324204284,0.268140791,0.172002794,0.293519426,0.961975557,-0.033031941,4.812857124,,,,
238.png,LoG,512,512,FALSE,,0.162109524,31114,19488,2906,8.61961476,1,5.828427125,25048.60049,4495,0.179451143,17.94511434,11.60144656,0.929238498,0.874281609,0.118690491,0.130032901,232,343,575,0.333605528,0.347701149,0.942532691,0.183343596,0.724363386,0.04808087,0.275461733,0.503316462,0.174254115,0.055152483,0.04372484,0.083786144,0.600283422,-0.262343205,7.270851075,,,,
238.png,Canny,512,512,FALSE,,0.9,55330,46421,2954,17.26803773,3.414213562,44.81787156,51009.78345,4794,0.093981971,9.398197121,5.791045952,0.976971626,0.956312876,0.2110672,0.210249957,476,352,828,0.490986764,0.124512613,0.676371022,0.041231339,0.443466486,0.017858297,1,0.503316462,0.400461306,0.204939302,0.156823048,0.271127116,1.0254095,0.008860541,4.102222691,,,,
242.png,SLoG,512,512,FALSE,,0.35,114883,59066,1760,41.96321795,1,33.94802307,73855.2636,4514,0.061119544,6.111954355,2.383039359,0.987886429,0.976450073,0.438243866,0.437840222,1324,1325,2649,0.388350457,0.060864118,0.808522727,0.028341178,0.610795455,0.010073477,0.530638278,0.739638841,0.404796304,0.41878829,0.259186903,0.411673441,0.990659396,-0.011730874,3.959777285,,,,
242.png,LoG,512,512,FALSE,,0.173828274,79409,52393,5829,11.07169703,2,11.41421356,64536.92197,11002,0.170476057,17.04760572,9.032039059,0.969556987,0.941728857,0.302921295,0.324694944,623,947,1570,0.345596552,0.294123261,0.882998799,0.119214399,0.584834448,0.024258966,0.263118684,0.739638841,0.281969777,0.216331829,0.139489319,0.244827778,0.666652826,-0.252545174,4.75417441,,,,
242.png,Canny,512,512,FALSE,,0.9,70415,64274,2013,34.05055891,6,97.77056275,68543.77509,3679,0.053673729,5.367372887,2.936809356,0.99362886,0.987662196,0.268611908,0.26748764,414,186,600,0.395821452,0.05713041,0.575260805,0.016647478,0.358668654,0.006954601,1,0.739638841,0.403855429,0.255253661,0.185397873,0.312802777,0.93524551,-0.02112248,3.940717121,,,,
243.png,SLoG,512,512,FALSE,,0.35,111000,57239,2075,33.68993892,1.414213562,37.43086579,69906.62327,4861,0.069535614,6.953561441,2.968245215,0.98727268,0.97576827,0.423431396,0.426732603,1222,1203,2425,0.385017186,0.074022956,0.79373494,0.032914621,0.582650602,0.011652894,0.532650769,0.742192984,0.400734791,0.404505464,0.252043413,0.402611299,0.989814934,-0.014557663,3.807137129,,,,
243.png,LoG,512,512,FALSE,,0.173831195,75049,49730,5837,10.16965485,2,10.41421356,59360.27537,10621,0.178924372,17.89243721,9.833175408,0.967564821,0.938367183,0.286289215,0.308447339,505,871,1376,0.339661747,0.315946109,0.894123694,0.125940076,0.592256296,0.026844963,0.264277756,0.742192984,0.2658772,0.193987454,0.126324714,0.224313135,0.644100735,-0.269301177,4.747114892,,,,
243.png,Canny,512,512,FALSE,,0.9,69741,63935,1951,34.79009391,6.242640687,97.04163056,67875.47321,3649,0.053760215,5.376021451,2.874381434,0.993180573,0.986611402,0.266040802,0.2659417,379,203,582,0.395237535,0.05812153,0.584315736,0.016876515,0.359302922,0.00636584,1,0.742192984,0.40241455,0.253146329,0.183983025,0.310786593,0.939576411,-0.019995039,3.773363486,,,,
244.png,SLoG,512,512,FALSE,,0.35,96011,55568,4648,13.644276,2,26.58650071,63418.59485,8409,0.13259518,13.259518,7.329080708,0.984244525,0.969442845,0.366252899,0.37092178,959,786,1745,0.402669162,0.187877915,0.784423408,0.071030089,0.527969019,0.022350993,0.523310781,0.645352447,0.371153071,0.325240194,0.209689461,0.346683125,0.969237401,-0.028534203,4.236104366,,,,
244.png,LoG,512,512,FALSE,,0.173829556,48596,32060,4834,7.801926794,1,8.414213562,37714.51412,7959,0.211032813,21.10328128,12.81734662,0.945336878,0.898159701,0.185379028,0.200116313,404,509,913,0.345138311,0.371490954,0.911874224,0.174703681,0.660529582,0.041079226,0.274440497,0.645352447,0.240171047,0.113546032,0.083537303,0.154193682,0.643413877,-0.246742921,5.421069614,,,,
244.png,Canny,512,512,FALSE,,0.9,66138,58111,2773,22.68396183,4,57.88772004,62902.62617,5018,0.079774094,7.97740938,4.408400999,0.989674926,0.980089828,0.252296448,0.249960537,558,379,937,0.43336916,0.095128289,0.64839524,0.029718986,0.4056978,0.011426408,1,0.645352447,0.411131238,0.24278438,0.18014141,0.305287839,0.951084036,-0.016059562,3.915221464,,,,
245.png,SLoG,512,512,FALSE,,0.35,133293,63625,485,180.8348226,1,8.248528137,87704.88898,2178,0.024833279,2.483327925,0.552990837,0.990066826,0.980840864,0.508472443,0.506362958,1375,1950,3325,0.370252073,0.017131631,0.909278351,0.008267191,0.698969072,0.00297053,0.525191903,0.777073121,0.405860015,0.503685303,0.289916387,0.449511906,0.99322717,-0.003768335,4.149224729,,,,
245.png,LoG,512,512,FALSE,,0.212890774,81323,53072,4828,14.2215691,2,10.41421356,68661.73561,9535,0.138869196,13.88691957,7.031572909,0.968081117,0.938950859,0.310222626,0.334398345,466,981,1447,0.316243976,0.249321676,0.893744822,0.098243895,0.582642916,0.019482967,0.329655737,0.777073121,0.241546195,0.197963627,0.122078839,0.217594049,0.601868402,-0.291283417,5.303716402,,,,
245.png,Canny,512,512,FALSE,,0.9,71940,66874,1680,42.15189891,8.414213562,116.6737157,70815.19017,3295,0.046529565,4.652956509,2.372372363,0.994631708,0.989368065,0.274429321,0.273329802,344,93,437,0.36638248,0.0494213,0.536904762,0.012441308,0.300595238,0.003768281,1,0.777073121,0.378376316,0.253473181,0.178952914,0.303579409,0.904375401,-0.030242334,4.333726353,,,,
247.png,SLoG,512,512,FALSE,,0.35,125363,61972,865,94.9165259,1,13,82102.7949,3061,0.037282531,3.728253105,1.053557313,0.989479125,0.97970051,0.478221893,0.478901803,1507,1769,3276,0.375550866,0.031336733,0.883236994,0.014942232,0.669364162,0.004905441,0.530843019,0.762568748,0.422849839,0.47435985,0.287934679,0.447126215,0.99691225,-0.003024186,3.796909566,,,,
247.png,LoG,512,512,FALSE,,0.177734673,91700,59705,4862,16.29902904,2,12.24264069,79245.87918,10182,0.128486176,12.84861763,6.135334796,0.976727247,0.954995394,0.349807739,0.37457889,585,1195,1780,0.330292255,0.220216062,0.878239408,0.085486978,0.569724393,0.017335232,0.274011612,0.762568748,0.282331492,0.247729601,0.15200814,0.263901157,0.61539877,-0.285887987,4.697280365,,,,
247.png,Canny,512,512,FALSE,,0.9,71525,66057,1812,38.60038168,6.828427125,100.7818326,69943.89161,3378,0.048295854,4.829585432,2.590647958,0.994194388,0.988646169,0.272846222,0.272783679,315,138,453,0.374028832,0.050214209,0.554635762,0.014396657,0.332781457,0.005162208,1,0.762568748,0.39736818,0.253914061,0.183321478,0.309842222,0.906903576,-0.031305472,3.953025017,,,,
248.png,SLoG,512,512,FALSE,,0.35,143569,62139,282,313.555452,1,4.982842712,88422.63747,1592,0.018004439,1.80044392,0.318922855,0.987857878,0.97759861,0.547672272,0.525261839,1363,2019,3382,0.387815386,0.00888331,0.946808511,0.005326767,0.794326241,0.002269106,0.51942569,0.76709199,0.426249521,0.535226931,0.311099076,0.474562268,0.994421338,-0.004141651,3.839739263,,,,
248.png,LoG,512,512,FALSE,,0.193359509,85452,54072,4684,14.92488128,2,12.65685425,69908.1439,9638,0.137866627,13.7866627,6.700220802,0.973627746,0.949141885,0.325973511,0.355685852,566,1037,1603,0.326201737,0.23409528,0.877668659,0.092839177,0.574722459,0.017495192,0.305877894,0.76709199,0.237677778,0.202093979,0.122615588,0.21844626,0.539248835,-0.348434909,5.172538968,,,,
248.png,Canny,512,512,FALSE,,0.9,70683,65811,1682,41.22887426,8.742640687,118.4144228,69346.9665,3126,0.045077675,4.507767474,2.42548461,0.993808031,0.987813587,0.269634247,0.27550597,250,81,331,0.375068456,0.046284056,0.520214031,0.011882512,0.29548157,0.004269803,1,0.76709199,0.39211391,0.258250676,0.184417257,0.311405893,0.893965775,-0.033572986,4.050901803,,,,
249.png,SLoG,512,512,FALSE,,0.35,81992,53567,7542,7.8670769,1.707106781,14.48528137,59333.49398,12736,0.214651104,21.46511042,12.71120154,0.983693302,0.968002688,0.312774658,0.335021256,754,824,1578,0.456252247,0.340900181,0.854547865,0.136371273,0.579687086,0.038083148,0.508624613,0.441425705,0.327549132,0.263279539,0.170904489,0.291918753,0.951635746,-0.046778977,4.510580389,,,,
249.png,LoG,512,512,FALSE,,0.154297039,31008,20031,3748,6.672738492,1,5.828427125,25009.42387,5589,0.22347576,22.34757598,14.98635082,0.918601155,0.854575408,0.118286133,0.129802517,245,297,542,0.375040531,0.426788478,0.945304162,0.238130897,0.74493063,0.061454745,0.259908885,0.441425705,0.190119712,0.05920775,0.047282386,0.090295391,0.621221041,-0.264783138,6.425921278,,,,
249.png,Canny,512,512,FALSE,,0.9,55728,46105,3029,16.90108679,3.414213562,43.55634919,51193.39189,5061,0.098860416,9.886041563,5.916779272,0.97823447,0.958702961,0.212585449,0.217917949,584,398,982,0.529016435,0.128424249,0.674810168,0.042229693,0.43941895,0.017893938,1,0.441425705,0.40440908,0.211437587,0.161231245,0.277690161,0.97183403,-0.000785107,3.817415338,,,,
250.png,SLoG,512,512,FALSE,,0.35,95448,57986,5190,12.87192906,2,21.3137085,66805.3118,9278,0.138881172,13.8881172,7.768843315,0.984065115,0.969164971,0.364105225,0.371814948,889,960,1849,0.393106192,0.204463146,0.808863198,0.080743628,0.555105973,0.02498879,0.518766284,0.636171997,0.369588351,0.322733675,0.208149335,0.344575507,0.974793359,-0.024719608,4.100648523,,,,
250.png,LoG,512,512,FALSE,,0.177734688,44817,29103,4143,8.473513814,1,8.828427125,35105.76773,6829,0.194526439,19.45264394,11.80147955,0.944954157,0.899391815,0.170963287,0.185692986,357,478,835,0.337104291,0.357007869,0.911658219,0.16537814,0.659666908,0.038449644,0.286436945,0.636171997,0.22865922,0.099720255,0.074619219,0.138875645,0.631548061,-0.254085881,5.50981287,,,,
250.png,Canny,512,512,FALSE,,0.9,62154,54267,2808,20.84928173,4,53.56051224,58544.78309,4905,0.083782017,8.378201679,4.7963283,0.985847771,0.973022279,0.237098694,0.235050353,469,390,859,0.431161165,0.106418265,0.665242165,0.031713564,0.413817664,0.013341441,1,0.636171997,0.407906161,0.225175085,0.169706307,0.29016909,0.939113133,-0.016146077,3.735743642,,,,
251.png,SLoG,512,512,FALSE,,0.35,112265,57965,2021,34.98596113,1.414213562,44.627417,70706.62745,4800,0.06788614,6.788613986,2.858289347,0.988605201,0.978090227,0.428256989,0.427820137,1296,1160,2456,0.392107844,0.070922108,0.783275606,0.031156733,0.576447303,0.011127404,0.530980229,0.741869962,0.407931433,0.405962904,0.255449268,0.406944788,0.993456238,-0.011073663,3.703543488,,,,
251.png,LoG,512,512,FALSE,,0.177735865,74984,49788,6052,9.883559316,2,11.24264069,59815.30098,10882,0.181926695,18.19266947,10.1178125,0.965815067,0.934863823,0.28604126,0.306379865,568,885,1453,0.348148316,0.316501968,0.890118969,0.133325299,0.605419696,0.028460673,0.269776165,0.741869962,0.280937907,0.20022049,0.132380209,0.233808766,0.665284798,-0.255845521,4.511927301,,,,
251.png,Canny,512,512,FALSE,,0.9,70356,64039,2109,32.37632885,6.242640687,81.29360749,68281.67754,3866,0.05661841,5.661840979,3.088676313,0.993542969,0.987351458,0.268386841,0.266170002,425,223,648,0.40244475,0.05916707,0.574205785,0.018207655,0.364153627,0.007183123,1,0.741869962,0.411954892,0.255062569,0.186983801,0.315057039,0.943546649,-0.017546424,3.661949561,,,,
256.png,SLoG,512,512,FALSE,,0.35,79836,52972,7669,7.495070864,1.414213562,12.82842712,57479.69846,12805,0.222774307,22.27743072,13.342102,0.978479207,0.958714038,0.304550171,0.321511876,656,796,1452,0.41390574,0.357962697,0.871952015,0.144208261,0.589125049,0.038416522,0.506217599,0.483180791,0.312686897,0.24079859,0.157457117,0.272074212,0.95153524,-0.044884199,4.831399448,,,,
256.png,LoG,512,512,FALSE,,0.154297024,28959,18342,2908,7.969891657,1,6.414213562,23176.44494,4475,0.19308397,19.308397,12.54722201,0.923209012,0.864355032,0.110469818,0.120935851,185,307,492,0.323601961,0.378802748,0.942572215,0.195507578,0.724209078,0.050212627,0.2624273,0.483180791,0.153710553,0.044525211,0.035759087,0.069049042,0.569583304,-0.279755723,7.063419128,,,,
256.png,Canny,512,512,FALSE,,0.9,55641,46466,2928,17.49970314,3.414213562,46.16345597,51239.13078,4836,0.094380992,9.438099215,5.714382651,0.976918578,0.956096931,0.212253571,0.211385886,517,367,884,0.504527152,0.127082168,0.676229508,0.03966341,0.429644809,0.017044721,1,0.483180791,0.405584449,0.20535464,0.157848155,0.272657782,1.005695523,0.004282465,4.047034499,,,,
