image,algorithm,height,width,fault_mask_found,fault_mask_path,edge_threshold_used,edge_pixel_count,skeleton_pixel_count,component_count,connected_component_mean_length_px,connected_component_median_length_px,connected_component_p90_length_px,total_skeleton_graph_length_px,endpoint_count,break_rate_endpoint_per_px,breaks_per_100px,fragmentation_components_per_100px,local_directional_continuity,bidirectional_continuity_ratio,edge_density_full,edge_density_valid_signal,branch_point_count,crossing_structure_count,junction_count_total,local_orientation_entropy,spurious_short_edge_pixel_ratio,short_component_ratio,isolated_response_ratio,isolated_component_ratio,strict_isolated_pixel_ratio,mean_edge_response,low_coherence_threshold,edge_in_low_coherence_precision,low_coherence_edge_recall,edge_low_coherence_iou,edge_low_coherence_f1,response_low_vs_other_mean_ratio,response_vs_one_minus_coherence_corr,edge_to_low_coherence_mean_distance_px,edge_near_fault_precision,fault_coverage_recall,fault_edge_f1,edge_to_fault_mean_distance_px
1063.png,SLoG,512,512,FALSE,,0.35,129296,64371,640,135.9735158,1,12.24264069,87023.0501,2594,0.029808194,2.980819446,0.735437334,0.990158617,0.980985226,0.493225098,0.491223604,1393,1899,3292,0.367784947,0.022727626,0.878125,0.009864691,0.6453125,0.003619642,0.524236858,0.781111848,0.392712413,0.476811833,0.274449616,0.430695122,0.995354927,-0.003291624,4.933604916,,,,
1063.png,LoG,512,512,FALSE,,0.193359599,83017,53293,4493,15.51512092,2,10.60832611,69709.43828,8785,0.126023107,12.6023107,6.445325211,0.97148782,0.946165538,0.316684723,0.342095818,564,1004,1568,0.316307575,0.22622108,0.894057423,0.092939035,0.598709103,0.018651605,0.302261084,0.781111848,0.255120588,0.215718029,0.132355733,0.233770589,0.635554426,-0.255036402,5.906852773,,,,
1063.png,Canny,512,512,FALSE,,0.9,70872,65596,1697,41.0110253,6.828427125,118.4666089,69595.70993,3253,0.046741387,4.674138683,2.438368689,0.99441278,0.989054211,0.270355225,0.270540856,369,107,476,0.369249135,0.049728642,0.567472009,0.01362888,0.329404832,0.004619184,1,0.781111848,0.383266232,0.256287005,0.181454352,0.30717116,0.976165743,-0.011106976,4.985056712,,,,
1064.png,SLoG,512,512,FALSE,,0.35,61478,43133,7319,6.067169477,1,9.242640687,44405.6134,10766,0.242446825,24.24468254,16.48215043,0.966093242,0.93680013,0.234519958,0.253021372,520,517,1037,0.372592419,0.40590731,0.907364394,0.179931839,0.654597623,0.055850509,0.51266551,0.494285226,0.254083725,0.16187577,0.109729888,0.197759634,0.965332344,-0.033440582,7.378820253,,,,
1064.png,LoG,512,512,FALSE,,0.173828289,26909,16699,1947,10.83964703,1,7.165685425,21104.79278,3158,0.149634258,14.96342577,9.225392643,0.945685387,0.90466495,0.102649689,0.112567821,197,293,490,0.289888501,0.2880412,0.932717001,0.145517696,0.712378017,0.034852386,0.302265614,0.494285226,0.114236872,0.032379367,0.025881521,0.050457134,0.489049003,-0.302521834,12.0964212,,,,
1064.png,Canny,512,512,FALSE,,0.9,53951,45904,2850,17.44740978,3.414213562,42.94802307,49725.11787,4532,0.091141061,9.114106098,5.731509792,0.978465915,0.959153886,0.205806732,0.205135392,446,296,742,0.49636364,0.124803939,0.673684211,0.037948763,0.421052632,0.016665214,1,0.494285226,0.380732916,0.19665673,0.148997638,0.259352383,1.032516653,0.004186549,5.610615783,,,,
1065.png,SLoG,512,512,FALSE,,0.35,143385,66659,362,269.389969,1,7.787005769,97519.16877,1512,0.015504644,1.550464405,0.371209071,0.990143895,0.98121784,0.546970367,0.540070633,1448,2133,3581,0.406875402,0.011776354,0.914364641,0.005850673,0.715469613,0.002355271,0.534546256,0.748734963,0.410207398,0.546525895,0.306041501,0.468655093,0.994432874,-0.00528233,5.049755814,,,,
1065.png,LoG,512,512,FALSE,,0.220703542,88881,56845,4806,15.56941989,2,11.24264069,74826.632,10025,0.133976363,13.39763629,6.422846882,0.974254549,0.950092356,0.339054108,0.365832863,660,1122,1782,0.342538536,0.227214355,0.890553475,0.091265723,0.578027466,0.017380596,0.342573583,0.748734963,0.240292011,0.216859644,0.128652431,0.227975287,0.56694786,-0.323839436,6.441135049,,,,
1065.png,Canny,512,512,FALSE,,0.9,72056,65899,1760,40.06209381,8.242640687,117.2180808,70509.28511,3453,0.048972274,4.897227357,2.496125152,0.995090961,0.990242644,0.274871826,0.27462855,405,116,521,0.399621964,0.050304253,0.532954545,0.012564682,0.301704545,0.004522072,1,0.748734963,0.38261121,0.259214963,0.182767871,0.309051125,0.913740882,-0.026302128,5.304089444,,,,
1070.png,SLoG,512,512,FALSE,,0.35,127346,63312,710,119.3525002,1,11.08284271,84740.27513,2624,0.030965205,3.09652051,0.837854254,0.989733398,0.980209123,0.485786438,0.484035739,1379,1819,3198,0.36852625,0.025508592,0.892957746,0.011072151,0.667605634,0.004485722,0.522325397,0.773406827,0.38485546,0.469834754,0.268327723,0.423120489,0.995194108,-0.003779133,5.251811671,,,,
1070.png,LoG,512,512,FALSE,,0.197265923,80353,51320,4623,14.06783253,2,10.24264069,65035.5898,8819,0.135602676,13.56026758,7.108415584,0.969280958,0.941367888,0.306522369,0.331324673,560,933,1493,0.312609613,0.238990647,0.895955008,0.101052221,0.606748864,0.019680436,0.307372153,0.773406827,0.233856036,0.195421535,0.119142956,0.212918208,0.618427286,-0.268883475,6.757011273,,,,
1070.png,Canny,512,512,FALSE,,0.9,70919,65810,1637,42.44523879,7.414213562,116.1587878,69482.8559,3133,0.045090259,4.509025945,2.355976851,0.994567692,0.989408904,0.270534515,0.270651716,309,85,394,0.368907243,0.048229752,0.551618815,0.012718432,0.313378131,0.003996353,1,0.773406827,0.374614531,0.25572045,0.17921369,0.303954562,0.974663605,-0.009925918,5.346558204,,,,
1071.png,SLoG,512,512,FALSE,,0.35,106939,59255,2454,29.22783454,2.414213562,51.74751801,71725.10595,5513,0.076862905,7.686290493,3.421396131,0.989680171,0.980356088,0.407939911,0.411614241,1336,1037,2373,0.379584253,0.089005147,0.751018745,0.031676652,0.492665037,0.011138301,0.513087749,0.739994729,0.347626978,0.383392127,0.222968308,0.364634646,0.986865403,-0.010987001,6.530190948,,,,
1071.png,LoG,512,512,FALSE,,0.181641012,65714,43111,4728,11.37107282,1,8,53762.4323,7778,0.144673514,14.4673514,8.794244973,0.957133889,0.92032196,0.250679016,0.273111035,501,751,1252,0.289563864,0.262577996,0.91857022,0.129363735,0.686336717,0.032613486,0.28508994,0.739994729,0.174583741,0.127756313,0.079647562,0.147543634,0.571841355,-0.288035028,8.95220709,,,,
1071.png,Canny,512,512,FALSE,,0.9,70532,64588,1724,39.91143272,6.828427125,117.7416306,68807.31001,3403,0.049456954,4.94569545,2.505547739,0.993961751,0.988124729,0.269058228,0.268229276,408,155,563,0.390390635,0.05276522,0.569605568,0.014429925,0.332946636,0.004536446,1,0.739994729,0.362986163,0.260876869,0.178950037,0.303575268,1.017561363,0.002655118,6.306132662,,,,
1074.png,SLoG,512,512,FALSE,,0.35,134512,64024,577,155.3906803,1,9.242640687,89660.42253,2168,0.024180122,2.41801225,0.643539238,0.990183353,0.980897788,0.513122559,0.508552464,1477,1962,3439,0.411046118,0.019430214,0.904679376,0.009512058,0.712305026,0.003951643,0.541784525,0.740569818,0.408716835,0.510374169,0.293597073,0.453923527,0.99844355,-0.001877159,4.778393298,,,,
1074.png,LoG,512,512,FALSE,,0.216798186,96586,61439,4738,17.37899894,2,12.12253967,82341.697,10205,0.123934779,12.39347788,5.754071355,0.979434907,0.959862628,0.36844635,0.395870041,647,1274,1921,0.359475046,0.207506633,0.88138455,0.082944058,0.57450401,0.015332281,0.333641857,0.740569818,0.26747579,0.259996506,0.151863479,0.263683122,0.620875312,-0.295000885,5.701063066,,,,
1074.png,Canny,512,512,FALSE,,0.9,71946,65501,1808,38.98701824,6.828427125,104.4683333,70488.52898,3548,0.050334431,5.033443103,2.56495635,0.994939029,0.990000153,0.274452209,0.27427732,435,165,600,0.409837186,0.051953405,0.559734513,0.014259324,0.326327434,0.005083892,1,0.740569818,0.381094072,0.25665663,0.181150222,0.30673528,0.939406004,-0.021913179,4.965788926,,,,
1079.png,SLoG,512,512,FALSE,,0.35,110470,57150,2062,34.51072714,1,31.40243866,71161.11937,4771,0.067045039,6.704503867,2.897649754,0.988766432,0.978390201,0.421409607,0.430644412,1286,1196,2482,0.407570064,0.070988626,0.807953443,0.032388451,0.603782735,0.012930884,0.538470984,0.70675844,0.394865965,0.411427646,0.252329892,0.402976713,0.990183209,-0.01269984,4.688363153,,,,
1079.png,LoG,512,512,FALSE,,0.181641236,80533,52823,5733,11.74485161,1.414213562,10,67333.23431,10691,0.158777461,15.87774612,8.514368957,0.973799288,0.949662079,0.307209015,0.331905119,684,1011,1695,0.365332901,0.278628628,0.899529042,0.11928516,0.614163614,0.026049259,0.278780729,0.70675844,0.274233198,0.220221102,0.139131936,0.244277124,0.660994826,-0.260617563,5.60581706,,,,
1079.png,Canny,512,512,FALSE,,0.9,69447,62453,2167,31.03159713,6,83.6509668,67245.47097,4001,0.059498431,5.949843078,3.222521857,0.993419051,0.987302451,0.264919281,0.266894846,467,198,665,0.419201493,0.065905561,0.593908629,0.019406594,0.371019843,0.00776584,1,0.70675844,0.399570439,0.258023042,0.185931994,0.313562658,0.947421845,-0.017856166,4.554964016,,,,
1085.png,SLoG,512,512,FALSE,,0.35,107882,59080,2325,30.28944522,2.414213562,51.22152955,70422.96014,5291,0.075131747,7.513174666,3.301480079,0.988938749,0.978791469,0.41153717,0.413772668,1202,1043,2245,0.366500795,0.080958023,0.715698925,0.028994584,0.475698925,0.010494245,0.517691433,0.76645906,0.370166024,0.386480196,0.23315756,0.378147234,0.99552265,-0.008302181,5.412007793,,,,
1085.png,LoG,512,512,FALSE,,0.169922322,70117,46312,5148,10.75529141,2,9.414213562,55368.24016,8997,0.162493877,16.24938769,9.297749007,0.961327493,0.927448609,0.267475128,0.290006469,456,794,1250,0.300321251,0.291414752,0.903263403,0.126187597,0.623348873,0.026688547,0.264282286,0.76645906,0.227884352,0.166759691,0.106554785,0.192588358,0.62869751,-0.256559519,7.104377247,,,,
1085.png,Canny,512,512,FALSE,,0.9,69521,65010,1800,37.85641377,7,98.74284989,68141.54479,3341,0.049030294,4.903029437,2.641560307,0.993962467,0.988247962,0.265201569,0.263834227,300,118,418,0.371095568,0.051715121,0.556666667,0.014428549,0.332777778,0.005229965,1,0.76645906,0.375949127,0.250281706,0.176821148,0.300506408,0.978421759,-0.009051487,5.316121967,,,,
1091.png,SLoG,512,512,FALSE,,0.35,124927,61905,1046,78.65760882,1,11.41421356,82275.85883,3182,0.038674771,3.867477101,1.271332825,0.989104271,0.978838543,0.476558685,0.473914569,1433,1662,3095,0.404521495,0.035748324,0.883365201,0.01733301,0.681644359,0.006784589,0.537164092,0.740320635,0.396207127,0.468250414,0.273258252,0.429226752,1.000365083,-0.002889529,4.586118074,,,,
1091.png,LoG,512,512,FALSE,,0.205079049,95073,60997,4776,17.09804573,2,12,81660.26641,9953,0.121883021,12.18830214,5.848621625,0.978982568,0.959702936,0.362674713,0.387731578,634,1216,1850,0.362120122,0.212666197,0.881700168,0.08098759,0.566792295,0.016656557,0.315180242,0.740320635,0.276292546,0.267150609,0.157169467,0.271644684,0.666392033,-0.251887341,5.369237818,,,,
1091.png,Canny,512,512,FALSE,,0.9,70416,64207,1858,36.98560632,6.414213562,99.20853532,68719.25654,3542,0.051543049,5.15430489,2.703754513,0.993567705,0.987337829,0.268615723,0.267682631,430,152,582,0.406604588,0.052611086,0.566738428,0.015450029,0.344994618,0.005606865,1,0.740320635,0.377268118,0.25184082,0.177891724,0.302051064,0.912430601,-0.025319199,4.667819295,,,,
1092.png,SLoG,512,512,FALSE,,0.35,116934,61739,1223,65.11943476,1.414213562,27.12792206,79641.06871,3855,0.048404674,4.84046744,1.535639865,0.99093765,0.982328836,0.44606781,0.45058893,1482,1477,2959,0.387975961,0.041059946,0.798037612,0.016553556,0.565004088,0.00657607,0.510029495,0.716583157,0.36125489,0.4341732,0.245618358,0.39437177,0.987375379,-0.011033273,6.707303774,,,,
1092.png,LoG,512,512,FALSE,,0.193359524,69166,44315,4617,12.10162291,1,7.414213562,55873.19298,7995,0.143091876,14.3091876,8.263354489,0.958817542,0.922689834,0.263847351,0.288389309,490,805,1295,0.295092523,0.257723119,0.92440979,0.127428636,0.686809617,0.028703599,0.305673212,0.716583157,0.170790139,0.131374389,0.080211935,0.148511476,0.531781361,-0.323465126,9.413346356,,,,
1092.png,Canny,512,512,FALSE,,0.9,71216,66065,1737,40.32620994,7.242640687,110.1386868,70046.62667,3328,0.04751121,4.751121015,2.479776804,0.99470216,0.989752516,0.27166748,0.271506513,375,112,487,0.393260688,0.050616817,0.553252735,0.012684477,0.31433506,0.004768031,1,0.716583157,0.366043614,0.265082982,0.181675533,0.307488017,0.992540328,-0.000335816,6.639769263,,,,
1101.png,SLoG,512,512,FALSE,,0.35,72272,48521,7640,6.623670094,1,11,50604.83952,11516,0.227567168,22.75671677,15.09737028,0.976391673,0.955235877,0.275695801,0.291329176,585,595,1180,0.401464432,0.381772841,0.890706806,0.158570516,0.62565445,0.049607386,0.49851045,0.504154432,0.301099783,0.216996828,0.14431013,0.252222062,0.957134429,-0.041546598,6.409570995,,,,
1101.png,LoG,512,512,FALSE,,0.193360582,25048,15409,1906,10.38402152,1,6,19791.94501,2971,0.150111573,15.01115731,9.630180353,0.937860966,0.892011162,0.095550537,0.104633045,194,288,482,0.286781639,0.290284898,0.940713536,0.153027451,0.725603358,0.040495814,0.330546677,0.504154432,0.104199936,0.02697089,0.02189432,0.042850458,0.547521293,-0.291002562,10.59184657,,,,
1101.png,Canny,512,512,FALSE,,0.9,59373,51047,2887,19.33597014,3.414213562,46.95634919,55822.94579,4977,0.089156886,8.915688575,5.171708442,0.98411268,0.969381159,0.226490021,0.224972743,518,444,962,0.490668625,0.111524673,0.680290959,0.036711266,0.441634915,0.015495524,1,0.504154432,0.415236928,0.231091959,0.174351338,0.296932157,1.049901953,0.017863554,5.074989577,,,,
1102.png,SLoG,512,512,FALSE,,0.35,85853,51046,5346,10.43591074,2,19.3137085,55790.37883,9015,0.161587001,16.1587001,9.582297363,0.98518002,0.971476707,0.327503204,0.338310058,812,541,1353,0.397291929,0.250656271,0.806397306,0.082866434,0.50130939,0.026897308,0.515305459,0.657022953,0.341470643,0.295850139,0.188373614,0.317027594,0.979199454,-0.019264995,6.69771573,,,,
