run_dir,method,scheme,tp,fp,fn,tn,tol_pred_match,tol_pred_total,tol_gt_match,tol_gt_total,valid_pixels,fault_pixels,stem,dice,iou,precision,recall,specificity,tolerant_precision,tolerant_recall,tolerant_f1
CRACKS35,real,primary,581,2260,1229,73754,581,2841,795,1810,77824,1810,section_136,0.24983874435551529,0.14275184275149203,0.20450545582469376,0.3209944751363481,0.9702686347250546,0.20450545582469376,0.43922651933458995,0.2790733461056407
CRACKS35,real,primary,367,853,2130,82764,367,1220,652,2497,86114,2497,section_167,0.19747107882647977,0.10955223880564313,0.3008196721286818,0.14697637164538657,0.9897987251395064,0.3008196721286818,0.26111333600215814,0.27956366894356965
CRACKS35,real,primary,608,729,1459,65818,608,1337,969,2067,68614,2067,section_168,0.3572267920083513,0.21745350500637536,0.45474943903923154,0.2941461054654371,0.9890453363786513,0.45474943903923154,0.4687953555855404,0.4616655822417549
CRACKS35,real,primary,268,550,2381,84100,268,818,476,2649,87299,2649,section_178,0.15460051918040207,0.0837761800560057,0.3276283618541855,0.1011702529252504,0.9935026580034266,0.3276283618541855,0.17969044922544475,0.23208950693092648
CRACKS35,real,primary,67,333,1980,73044,67,400,224,2047,75424,2047,section_193,0.05476093175294336,0.0281512605040834,0.1674999999958125,0.03273082559827684,0.9954617932048196,0.1674999999958125,0.10942843185095541,0.13237544119588035
CRACKS35,real,primary,6,145,1582,71182,6,151,50,1588,72915,1588,section_196,0.006900517538775731,0.003462204270031955,0.03973509933511688,0.0037783375314623534,0.9979671092291842,0.03973509933511688,0.03148614609551961,0.03513291461153604
CRACKS35,real,primary,111,78,2255,65548,111,189,337,2366,67992,2366,section_197,0.08688845401140162,0.04541734860865214,0.5873015872705131,0.04691462383750248,0.998811446682565,0.5873015872705131,0.14243448858773275,0.22926645084642
CRACKS35,real,primary,25,875,2043,71014,25,900,95,2068,73957,2068,section_204,0.01684636118592707,0.008494733265346603,0.027777777777469134,0.012088974854873844,0.9878284577611335,0.027777777777469134,0.04593810444852061,0.03462098655679777
CRACKS35,real,primary,74,189,1451,76609,74,263,162,1525,78323,1525,section_213,0.0827740492165393,0.043173862310133176,0.28136882128207724,0.04852459016361624,0.9975389984112871,0.28136882128207724,0.10622950819602474,0.15423013187691384
CRACKS35,real,primary,0,711,0,71355,0,711,0,0,72066,0,section_223,0.0,0.0,0.0,0.0,0.9901340437930523,0.0,0.0,0.0
