run_dir,method,scheme,tp,fp,fn,tn,tol_pred_match,tol_pred_total,tol_gt_match,tol_gt_total,valid_pixels,fault_pixels,stem,dice,iou,precision,recall,specificity,tolerant_precision,tolerant_recall,tolerant_f1
CRACKS35,log,inclusive_uncertain,1780,8649,8402,83139,1780,10429,2856,10182,101970,10182,section_300,0.17272330309049888,0.0945249853963706,0.17067791734569882,0.174818306815778,0.9057719963392921,0.17067791734569882,0.2804949911605966,0.21222151841776743
CRACKS35,canny,primary,994,3889,2969,65220,994,4883,1250,3963,73072,3963,section_010,0.22473434320571473,0.12659195109510113,0.20356338316566955,0.25082008579295784,0.9437265768567128,0.20356338316566955,0.3154176129187095,0.24743671018022906
CRACKS35,canny,primary,921,2218,2408,60383,921,3139,1146,3329,65930,3329,section_013,0.2847866419290588,0.16603569496995488,0.29340554316567885,0.2766596575539902,0.9645692560820172,0.29340554316567885,0.34424752177727774,0.3167996362898013
CRACKS35,canny,primary,926,2433,2384,64369,926,3359,1288,3310,70112,3310,section_017,0.2777028040181771,0.16123977015469051,0.2756772849054014,0.2797583081562545,0.9635789347622881,0.2756772849054014,0.3891238670683108,0.32272088949665234
CRACKS35,canny,primary,715,4456,2480,70310,715,5171,999,3195,77961,3195,section_022,0.1709299545778497,0.09345183636113782,0.1382711274412333,0.22378716744843885,0.9404007169032795,0.1382711274412333,0.31267605633704953,0.1917478207209304
CRACKS35,canny,primary,583,3682,2603,73330,583,4265,935,3186,80198,3186,section_024,0.1564890618706798,0.08488642981932894,0.13669402110167247,0.18298807281800694,0.9521892692046756,0.13669402110167247,0.293471437538313,0.18651330150897846
CRACKS35,canny,primary,882,4069,1800,52242,882,4951,1091,2682,58993,2682,section_035,0.23110179483789978,0.1306473115092125,0.1781458291250694,0.3288590604014584,0.9277405835447909,0.1781458291250694,0.40678598060996723,0.2477800774286594
CRACKS35,canny,primary,831,3635,2575,52625,831,4466,1307,3406,59666,3406,section_041,0.2111280487802196,0.11802300809527337,0.18607254814109703,0.24398120962934827,0.9353892641306549,0.18607254814109703,0.3837345860235357,0.2506197858784241
CRACKS35,canny,primary,857,3809,2271,57584,857,4666,1087,3128,64521,3128,section_043,0.21991275339976918,0.12354043534651357,0.18366909558468997,0.27397698209631083,0.9379570960857202,0.18366909558468997,0.34750639386078164,0.24032051605143342
CRACKS35,canny,primary,974,4335,1333,61346,974,5309,1387,2307,67988,2307,section_046,0.2557773109240339,0.1466425775366657,0.18346204558262674,0.42219332466223586,0.9339991778442878,0.18346204558262674,0.6012136974399601,0.2811349639382945
CRACKS35,canny,primary,1187,5009,1460,65409,1187,6196,1791,2647,73065,2647,section_051,0.26846092954849204,0.1550417972829741,0.19157520981247325,0.4484321873802477,0.9288676190745365,0.19157520981247325,0.6766150358871303,0.2986042900421609
CRACKS35,canny,primary,502,3453,2968,58680,502,3955,761,3470,65603,3470,section_067,0.1352188552186731,0.0725119167989708,0.12692793931699892,0.1446685878958367,0.9444256675195236,0.12692793931699892,0.21930835734807116,0.16079398571053988
CRACKS35,canny,primary,429,4096,1971,61546,429,4525,633,2400,68042,2400,section_068,0.12389891696733012,0.06604064039398701,0.09480662983404463,0.17874999999925523,0.9376009262361084,0.09480662983404463,0.26374999999890103,0.13947725876879716
CRACKS35,canny,primary,599,2585,1784,61581,599,3184,1123,2383,66549,2383,section_106,0.21519669480830753,0.12057165861489418,0.18812814070292674,0.2513638271076317,0.9597138671569119,0.18812814070292674,0.47125472093801407,0.26890681654170084
CRACKS35,canny,primary,419,4297,1956,70966,419,4716,607,2375,77638,2375,section_108,0.1181779720771144,0.0627997601917524,0.08884648006766573,0.17642105263083613,0.9429068732310774,0.08884648006766573,0.25557894736734493,0.13185605582498489
CRACKS35,canny,primary,377,4009,1947,55091,377,4386,683,2324,61424,2324,section_116,0.11236959761533179,0.059529448918270125,0.08595531235730516,0.16222030980997323,0.9321658206428203,0.08595531235730516,0.2938898450933998,0.13300889729982704
CRACKS35,canny,primary,653,4433,1711,68537,653,5086,937,2364,75334,2364,section_124,0.1753020134225835,0.09607179638061487,0.12839166338944477,0.2762267343473933,0.9392490064408745,0.12839166338944477,0.39636209813707124,0.1939560679528244
CRACKS35,canny,primary,743,3823,2000,77751,743,4566,940,2743,84317,2743,section_131,0.20331098645477724,0.1131586963141743,0.16272448532596864,0.27087130878501325,0.9531345771935968,0.16272448532596864,0.34269048486933035,0.22066671927658504
CRACKS35,canny,primary,481,2937,2551,76247,481,3418,675,3032,82216,3032,section_133,0.14914728682147418,0.08058301222971924,0.14072557050865792,0.15864116094934486,0.9629091735702967,0.14072557050865792,0.22262532981456917,0.1724452899813235
CRACKS35,canny,primary,462,3731,1348,72283,462,4193,584,1810,77824,1810,section_136,0.1539230384805032,0.08337845154289229,0.11018363939873556,0.25524861878312016,0.9509169363537044,0.11018363939873556,0.3226519336998749,0.1642700632863282
CRACKS35,canny,primary,221,2670,2276,80947,221,2891,473,2497,86114,2497,section_167,0.08203414996272822,0.042771434100942966,0.0764441369765602,0.08850620744858428,0.9680686941649463,0.0764441369765602,0.18942731277457178,0.10892938609052359
CRACKS35,canny,primary,667,2154,1400,64393,667,2821,963,2067,68614,2067,section_168,0.2729132569552518,0.15801942667576874,0.2364409783756241,0.32268988872606347,0.9676318992590248,0.2364409783756241,0.4658925979658157,0.3136859857573331
CRACKS35,canny,primary,238,3711,2411,80939,238,3949,411,2649,87299,2649,section_178,0.07214307365857511,0.037421383647739906,0.060268422385261415,0.08984522461272237,0.9561606615474358,0.060268422385261415,0.155152887881634,0.08681424632954865
CRACKS35,canny,primary,435,3778,1612,69599,435,4213,655,2047,75424,2047,section_193,0.1389776357825256,0.07467811158785463,0.10325183954402267,0.21250610649627502,0.948512476661495,0.10325183954402267,0.3199804592070348,0.15612499494078336
CRACKS35,canny,primary,431,2808,1157,68519,431,3239,608,1588,72915,1588,section_196,0.178578827428675,0.09804367606893075,0.1330657610369464,0.27141057934337903,0.9606320187305003,0.1330657610369464,0.38287153652151845,0.1974933451806939
CRACKS35,canny,primary,626,4227,1740,61399,626,4853,863,2366,67992,2366,section_197,0.1734312231608624,0.09494918853314888,0.1289923758497239,0.2645815722727617,0.9355895529209558,0.1289923758497239,0.36475063397986157,0.19058517884868376
CRACKS35,canny,primary,34,2835,2034,69054,34,2869,96,2068,73957,2068,section_204,0.013773546688244332,0.006934529879651367,0.011850819100690656,0.01644100580262843,0.960564203146384,0.011850819100690656,0.04642166344271557,0.01888145544496764
CRACKS35,canny,primary,0,3390,1525,73408,0,3390,0,1525,78323,1525,section_213,0.0,0.0,0.0,0.0,0.9558582254744973,0.0,0.0,0.0
CRACKS35,canny,primary,0,2990,0,69076,0,2990,0,0,72066,0,section_223,0.0,0.0,0.0,0.0,0.9585102544888078,0.0,0.0,0.0
CRACKS35,canny,primary,0,3534,0,70970,0,3534,0,0,74504,0,section_231,0.0,0.0,0.0,0.0,0.9525663051646955,0.0,0.0,0.0
CRACKS35,canny,primary,0,2783,0,71310,0,2783,0,0,74093,0,section_239,0.0,0.0,0.0,0.0,0.962439096810635,0.0,0.0,0.0
CRACKS35,canny,primary,0,5399,0,93756,0,5399,0,0,99155,0,section_250,0.0,0.0,0.0,0.0,0.9455498966263985,0.0,0.0,0.0
CRACKS35,canny,primary,0,5838,0,77794,0,5838,0,0,83632,0,section_251,0.0,0.0,0.0,0.0,0.9301941840442738,0.0,0.0,0.0
CRACKS35,canny,primary,0,3239,0,75643,0,3239,0,0,78882,0,section_256,0.0,0.0,0.0,0.0,0.9589386678835529,0.0,0.0,0.0
CRACKS35,canny,primary,0,2257,0,73694,0,2257,0,0,75951,0,section_261,0.0,0.0,0.0,0.0,0.9702834722385525,0.0,0.0,0.0
CRACKS35,canny,primary,0,2384,0,73519,0,2384,0,0,75903,0,section_262,0.0,0.0,0.0,0.0,0.9685914917722661,0.0,0.0,0.0
CRACKS35,canny,primary,0,3100,0,75352,0,3100,0,0,78452,0,section_267,0.0,0.0,0.0,0.0,0.9604853923416917,0.0,0.0,0.0
CRACKS35,canny,primary,0,3809,0,83429,0,3809,0,0,87238,0,section_277,0.0,0.0,0.0,0.0,0.9563378344298407,0.0,0.0,0.0
CRACKS35,canny,primary,0,3960,0,105276,0,3960,0,0,109236,0,section_284,0.0,0.0,0.0,0.0,0.9637482148741291,0.0,0.0,0.0
CRACKS35,canny,primary,0,2355,0,76718,0,2355,0,0,79073,0,section_287,0.0,0.0,0.0,0.0,0.9702173940534734,0.0,0.0,0.0
CRACKS35,canny,primary,0,3242,0,88546,0,3242,0,0,91788,0,section_300,0.0,0.0,0.0,0.0,0.9646794787988665,0.0,0.0,0.0
CRACKS35,canny,inclusive_uncertain,1651,3889,11679,65220,1652,5540,2047,13330,82439,13330,section_010,0.17498675145724696,0.09588245542708874,0.29801444043267505,0.12385596399090483,0.9437265768567128,0.2981949458478372,0.1535633908475967,0.20272708784672996
CRACKS35,canny,inclusive_uncertain,1717,2218,9956,60383,1717,3935,2241,11673,74274,11673,section_013,0.22001537672974114,0.12360521200768583,0.43634053367106396,0.14709157885706578,0.9645692560820172,0.43634053367106396,0.1919814957592804,0.26664450093306064
CRACKS35,canny,inclusive_uncertain,1874,2433,12879,64369,1874,4307,2630,14753,81555,14753,section_017,0.19664218258121896,0.1090422436866583,0.43510564197716484,0.12702501186190807,0.9635789347622881,0.43510564197716484,0.1782688266791986,0.25291489938310274
CRACKS35,canny,inclusive_uncertain,1165,4456,12143,70310,1165,5621,1683,13308,88074,13308,section_022,0.12309155264402605,0.06558207610894753,0.20725849492935908,0.08754132852413019,0.9404007169032795,0.20725849492935908,0.12646528403958035,0.1570820258983506
CRACKS35,canny,inclusive_uncertain,996,3682,8730,73330,996,4678,1474,9726,86738,9726,section_024,0.13829491807821556,0.07428400954648397,0.21291150064084458,0.10240592227009827,0.9521892692046756,0.21291150064084458,0.15155253958446271,0.17706700350233012
CRACKS35,canny,inclusive_uncertain,1830,4069,10895,52242,1830,5899,2188,12725,69036,12725,section_035,0.1965206185565955,0.10896748838864537,0.31022207153702286,0.14381139489183198,0.9277405835447909,0.31022207153702286,0.17194499017668216,0.22125580186734772
CRACKS35,canny,inclusive_uncertain,1973,3635,12744,52625,1973,5608,2759,14717,70977,14717,section_041,0.19414514145131898,0.10750871839575658,0.3518188302418834,0.13406264863753886,0.9353892641306549,0.3518188302418834,0.18747027247388226,0.2446019042911795
CRACKS35,canny,inclusive_uncertain,1284,3809,11693,57584,1284,5093,1789,12977,74370,12977,section_043,0.1421140011067282,0.07649231502437955,0.25211074023119556,0.09894428604446409,0.9379570960857202,0.25211074023119556,0.13785928951210769,0.17824860365951234
CRACKS35,canny,inclusive_uncertain,1621,4335,9054,61346,1621,5956,2333,10675,76356,10675,section_046,0.19493716553412604,0.10799467021978147,0.2721625251842308,0.15185011709587648,0.9339991778442878,0.2721625251842308,0.21854800936747676,0.24242632959020005
CRACKS35,canny,inclusive_uncertain,1951,5009,6723,65409,1951,6960,2919,8674,79092,8674,section_051,0.24958423947790098,0.14258569027249682,0.28031609195362023,0.2249250634076263,0.9288676190745365,0.28031609195362023,0.3365229421255055,0.3058587062373288
CRACKS35,canny,inclusive_uncertain,869,3453,12182,58680,869,4322,1327,13051,75184,13051,section_067,0.10004029240770158,0.05265390208431128,0.2010643220726491,0.06658493602017732,0.9444256675195236,0.2010643220726491,0.10167803233460908,0.13505757399408705
CRACKS35,canny,inclusive_uncertain,631,4096,11060,61546,631,4727,983,11691,77333,11691,section_068,0.0768668534534798,0.039969595236561746,0.13348847048839965,0.053973141732910804,0.9376009262361084,0.13348847048839965,0.08408177230340938,0.10317538392048561
CRACKS35,canny,inclusive_uncertain,1529,2585,11672,61581,1529,4114,2427,13201,77367,13201,section_106,0.176609875830103,0.09685797542119798,0.3716577540097918,0.11582455874546184,0.9597138671569119,0.3716577540097918,0.18384970835528833,0.24600630263988854
CRACKS35,canny,inclusive_uncertain,887,4297,8935,70966,887,5184,1438,9822,85085,9822,section_108,0.11821937891502184,0.06282314611511947,0.17110339506139835,0.09030747301965962,0.9429068732310774,0.17110339506139835,0.14640602728553612,0.1577941678194608
CRACKS35,canny,inclusive_uncertain,1260,4009,11067,55091,1260,5269,2096,12327,71427,12327,section_116,0.14321436690148714,0.07713026444657374,0.2391345606372383,0.10221465076652696,0.9321658206428203,0.2391345606372383,0.17003326032273056,0.19874890411397672
CRACKS35,canny,inclusive_uncertain,1573,4433,9007,68537,1573,6006,2476,10580,83550,10580,section_124,0.1896780417218198,0.10477586092046574,0.2619047619043258,0.1486767485820901,0.9392490064408745,0.2619047619043258,0.23402646502813418,0.2471820326609185
CRACKS35,canny,inclusive_uncertain,1615,3823,8977,77751,1615,5438,2346,10592,92166,10592,section_131,0.2014971927634426,0.11203607353443493,0.29698418536171944,0.15247356495453881,0.9531345771935968,0.29698418536171944,0.22148791540764587,0.2537394268987621
CRACKS35,canny,inclusive_uncertain,1093,2937,8775,76247,1093,4030,1834,9868,89052,9868,section_133,0.15728881853492782,0.08535728231153036,0.27121588089262727,0.11076205918107948,0.9629091735702967,0.27121588089262727,0.1858532630723694,0.2205633700006896
CRACKS35,canny,inclusive_uncertain,915,3731,10256,72283,915,4646,1248,11171,87185,11171,section_136,0.11569829929815027,0.06140115420744772,0.1969436074037948,0.08190851311424052,0.9509169363537044,0.1969436074037948,0.11171784083778379,0.14256470316249095
CRACKS35,canny,inclusive_uncertain,1011,2670,11645,80947,1011,3681,1693,12656,96273,12656,section_167,0.1237681336841992,0.06596633172382489,0.2746536267311202,0.07988305941839452,0.9680686941649463,0.2746536267311202,0.13377054361557064,0.17991375986907898
CRACKS35,canny,inclusive_uncertain,941,2154,10024,64393,941,3095,1390,10965,77512,10965,section_168,0.13385490753902285,0.07172802805086384,0.30403877221226483,0.08581851345181411,0.9676318992590248,0.30403877221226483,0.12676698586399746,0.17893018893988674
CRACKS35,canny,inclusive_uncertain,1797,3711,12096,80939,1797,5508,2661,13893,98543,13893,section_178,0.18524818308325072,0.10207907293791066,0.3262527233109545,0.12934571366866093,0.9561606615474358,0.3262527233109545,0.19153530554941944,0.24136870825841744
CRACKS35,canny,inclusive_uncertain,2231,3778,10554,69599,2231,6009,3419,12785,86162,12785,section_193,0.2374161966583817,0.1346978204430751,0.37127641870465755,0.1745013687914161,0.948512476661495,0.37127641870465755,0.2674227610478941,0.3109061874352467
CRACKS35,canny,inclusive_uncertain,1893,2808,11357,68519,1893,4701,2775,13250,84577,13250,section_196,0.21090747033579693,0.11788516627218963,0.4026802807904644,0.14286792452819405,0.9606320187305003,0.4026802807904644,0.20943396226399286,0.2755528933060843
CRACKS35,canny,inclusive_uncertain,1635,4227,8565,61399,1671,5862,2387,10200,75826,10200,section_197,0.20358610384746384,0.11332917446446708,0.2789150460588896,0.16029411764690166,0.9355895529209558,0.2850562947794523,0.23401960784290782,0.25702892658003934
CRACKS35,canny,inclusive_uncertain,1857,2835,11631,69054,1857,4692,2630,13488,85377,13488,section_204,0.2042904290427919,0.1137658518653962,0.3957800511500516,0.1376779359429584,0.960564203146384,0.3957800511500516,0.19498813760365138,0.26126123659747086
CRACKS35,canny,inclusive_uncertain,2007,3390,11470,73408,2007,5397,2678,13477,90275,13477,section_213,0.21267351912672847,0.11898974328563526,0.37187326292315753,0.14892038287441647,0.9558582254744973,0.37187326292315753,0.19870891147866832,0.2590145058978634
CRACKS35,canny,inclusive_uncertain,1306,2990,12404,69076,1306,4296,1986,13710,85776,13710,section_223,0.14506275685874426,0.07820359281432443,0.3040037243940782,0.09525893508381089,0.9585102544888078,0.3040037243940782,0.14485776805241074,0.19621776764246468
CRACKS35,canny,inclusive_uncertain,1698,3534,11209,70970,1698,5232,2735,12907,87411,12907,section_231,0.18722090523171772,0.1032783893923099,0.3245412844030494,0.13155651971788054,0.9525663051646955,0.3245412844030494,0.2119005190979996,0.2563948778895969
CRACKS35,canny,inclusive_uncertain,1348,2783,8615,71310,1348,4131,2163,9963,84056,9963,section_239,0.19128707251299043,0.10575866938639121,0.3263132413451312,0.1353006122652461,0.962439096810635,0.3263132413451312,0.21710328214371463,0.2607343403711002
CRACKS35,canny,inclusive_uncertain,1462,5399,10370,93756,1462,6861,2239,11832,110987,11832,section_250,0.1564221901245619,0.0848470779408712,0.21308847106804682,0.12356321839070016,0.9455498966263985,0.21308847106804682,0.18923258958739922,0.20045325056295438
CRACKS35,canny,inclusive_uncertain,1269,5838,9551,77794,1269,7107,2519,10820,94452,10820,section_251,0.14157416187865143,0.07617961339892172,0.17855635289126418,0.11728280961172154,0.9301941840442738,0.17855635289126418,0.23280961182972937,0.2021053648617475
CRACKS35,canny,inclusive_uncertain,2558,3239,14456,75643,2558,5797,4068,17014,95896,17014,section_256,0.2242777607293743,0.12630227620593182,0.4412627220968755,0.1503467732454741,0.9589386678835529,0.4412627220968755,0.2390972140588697,0.3101437352905089
CRACKS35,canny,inclusive_uncertain,2557,2257,10372,73694,2557,4814,3375,12929,88880,12929,section_261,0.28822634278290693,0.16837876991955197,0.5311591192344596,0.19777244953190673,0.9702834722385525,0.5311591192344596,0.26104107046155073,0.35004875061526974
CRACKS35,canny,inclusive_uncertain,2479,2384,8702,73519,2479,4863,3775,11181,87084,11181,section_262,0.3090251807527368,0.18274972355312735,0.5097676331472142,0.22171541007045725,0.9685914917722661,0.5097676331472142,0.3376263303815959,0.4062124128876731
CRACKS35,canny,inclusive_uncertain,1215,3100,8820,75352,1215,4315,1853,10035,88487,10035,section_267,0.16933797909395865,0.0925009516558108,0.2815758980294749,0.12107623318373584,0.9604853923416917,0.2815758980294749,0.18465371200778807,0.22304046138858954
CRACKS35,canny,inclusive_uncertain,2336,3809,8141,83429,2336,6145,3321,10477,97715,10477,section_277,0.28107327638053115,0.1635167296652922,0.38014646053640333,0.22296458909972036,0.9563378344298407,0.38014646053640333,0.3169800515411692,0.34570150708055747
CRACKS35,canny,inclusive_uncertain,1962,3960,8968,105276,1962,5922,2676,10930,120166,10930,section_284,0.2328507002134863,0.1317662860979639,0.33130699088089954,0.17950594693487693,0.9637482148741291,0.33130699088089954,0.24483074107937342,0.281578970425239
CRACKS35,canny,inclusive_uncertain,1694,2355,13370,76718,1694,4049,2469,15064,94137,15064,section_287,0.17726154973045713,0.09725012916924206,0.41837490738350613,0.11245353159843835,0.9702173940534734,0.41837490738350613,0.16390069038757044,0.23553085599268916
CRACKS35,canny,inclusive_uncertain,1461,3242,8721,88546,1461,4703,2281,10182,101970,10182,section_300,0.1963050050384976,0.10883492252673656,0.3106527748239195,0.14348850913362454,0.9646794787988665,0.3106527748239195,0.2240227853071852,0.2603197294478806
CRACKS39,real,primary,307,3723,3656,65386,307,4030,582,3963,73072,3963,section_010,0.07681721506308418,0.03994275305745519,0.07617866004943877,0.07746656573283506,0.9461285794902334,0.07617866004943877,0.14685844057495115,0.10031944180617015
CRACKS39,real,primary,222,2481,3107,60120,222,2703,471,3329,65930,3329,section_013,0.07360742705558089,0.038209982788230276,0.08213096559348083,0.06668669270031034,0.9603680452387405,0.08213096559348083,0.1414839291074152,0.10393056517493432
CRACKS39,real,primary,305,2206,3005,64596,305,2511,554,3310,70112,3310,section_017,0.10479299089485519,0.05529369108039287,0.12146555157259473,0.0921450151054618,0.9669770366155255,0.12146555157259473,0.16737160120795355,0.1407705550255568
CRACKS39,real,primary,217,1567,2978,73199,217,1784,630,3195,77961,3195,section_022,0.08716609760978677,0.04556908861813194,0.12163677129976662,0.06791862284798773,0.9790412754459275,0.12163677129976662,0.19718309859093214,0.15045934698744157
CRACKS39,real,primary,251,1785,2935,75227,251,2036,414,3186,80198,3186,section_024,0.09613175028706218,0.05049285857966105,0.12328094302493478,0.07878217200226371,0.9768217940060021,0.12328094302493478,0.1299435028244509,0.12652456899889472
CRACKS39,real,primary,0,1799,2682,54512,0,1799,0,2682,58993,2682,section_035,0.0,0.0,0.0,0.0,0.9680524231498343,0.0,0.0,0.0
CRACKS39,real,primary,126,2401,3280,53859,126,2527,324,3406,59666,3406,section_041,0.0424742963087098,0.021697950749058555,0.049861495844678035,0.03699354081022609,0.957323142552265,0.049861495844678035,0.09512624779772423,0.0654281053417037
CRACKS39,real,primary,103,2729,3025,58664,103,2832,302,3128,64521,3128,section_043,0.03456375838920375,0.017585794775452305,0.036370056497046714,0.032928388746697804,0.9555486781879114,0.036370056497046714,0.09654731457769647,0.0528362996236645
CRACKS39,real,primary,5,2934,2302,62747,5,2939,32,2307,67988,2307,section_046,0.00190621425847902,0.0009540164090804159,0.0017012589316036024,0.0021673168617157897,0.955329547357538,0.0017012589316036024,0.013870827914981055,0.0030307889954169767
CRACKS39,real,primary,286,2656,2361,67762,286,2942,505,2647,73065,2647,section_051,0.1023438897833202,0.053931736752679746,0.09721278042115156,0.10804684548504705,0.9622823709845548,0.09721278042115156,0.1907820173774432,0.12879711620764994
CRACKS39,real,primary,19,2361,3451,59772,19,2380,35,3470,65603,3470,section_067,0.006495726495715392,0.0032584462356315238,0.007983193277277381,0.005475504322750791,0.9620008691032202,0.007983193277277381,0.010086455331383037,0.008912412142027194
CRACKS39,real,primary,101,3028,2299,62614,101,3129,306,2400,68042,2400,section_068,0.036534635557901006,0.01860722181278812,0.032278683285291536,0.04208333333315799,0.9538709972272397,0.032278683285291536,0.12749999999946876,0.05151540589361001
CRACKS39,real,primary,413,2102,1970,62064,413,2515,746,2383,66549,2383,section_106,0.16864026133081128,0.09208472686713025,0.16421471172896934,0.17331095258005325,0.9672412180904268,0.16421471172896934,0.3130507763310405,0.2154253479486508
CRACKS39,real,primary,412,2603,1963,72660,412,3015,772,2375,77638,2375,section_108,0.15287569573255497,0.08276416231401615,0.1366500829182864,0.17347368420979592,0.9654146127578006,0.1366500829182864,0.32505263157757874,0.19241155272100255
CRACKS39,real,primary,140,3218,2184,55882,140,3358,350,2324,61424,2324,section_116,0.049278423090374376,0.02526163839764478,0.04169148302548633,0.06024096385516248,0.9455499153974712,0.04169148302548633,0.1506024096379062,0.06530459591334117
CRACKS39,real,primary,298,3915,2066,69055,298,4213,454,2364,75334,2364,section_124,0.09061882317152103,0.04745978659014579,0.07073344410142242,0.12605752961029587,0.9463478141700773,0.07073344410142242,0.19204737732575278,0.10338784876445993
CRACKS39,real,primary,298,3821,2445,77753,298,4119,462,2743,84317,2743,section_131,0.0868551442726802,0.04539914686160055,0.07234765719817347,0.10864017499048984,0.9531590948095039,0.07234765719817347,0.1684287276698198,0.1012177614708564
CRACKS39,real,primary,199,3049,2833,76135,199,3248,288,3032,82216,3032,section_133,0.06337579617824303,0.032724880776134314,0.06126847290621531,0.06563324538236928,0.9614947464132955,0.06126847290621531,0.09498680738754951,0.0744895948665899
CRACKS39,real,primary,193,2227,1617,73787,193,2420,362,1810,77824,1810,section_136,0.0912529550825266,0.047807778052891235,0.07975206611537293,0.10662983425355453,0.9707027652799524,0.07975206611537293,0.19999999999889503,0.11403249223052295
CRACKS39,real,primary,419,750,2078,82867,419,1169,643,2497,86114,2497,section_167,0.22858701582043484,0.1290421927929503,0.3584260051295259,0.16780136163328874,0.9910305320687192,0.3584260051295259,0.2575090108119443,0.2997002025955633
CRACKS39,real,primary,646,1077,1421,65470,646,1723,917,2067,68614,2067,section_168,0.3408970976244304,0.2054707379128325,0.37492745211622214,0.312530237057027,0.9838159496294373,0.37492745211622214,0.44363812288125964,0.40639898408141806
CRACKS39,real,primary,153,2010,2496,82640,153,2163,336,2649,87299,2649,section_178,0.06359102244375812,0.03283966516412784,0.07073509015223886,0.05775764439389295,0.9762551683401092,0.07073509015223886,0.12684031710031393,0.09082163550296991
CRACKS39,real,primary,186,1024,1861,72353,186,1210,360,2047,75424,2047,section_193,0.114215535768762,0.06056659068687539,0.15371900826319243,0.09086468001909691,0.9860446733988871,0.15371900826319243,0.17586712261760692,0.1640488862949924
CRACKS39,real,primary,205,1303,1383,70024,205,1508,298,1588,72915,1588,section_196,0.13242894056804771,0.07090971981988617,0.13594164456143276,0.1290931989916304,0.9817320229364783,0.13594164456143276,0.1876574307292969,0.15766706957527105
CRACKS39,real,primary,192,624,2174,65002,192,816,601,2366,67992,2366,section_197,0.12067881835285771,0.06421404682252771,0.23529411764417532,0.0811496196108151,0.9904915734615869,0.23529411764417532,0.2540152155526035,0.24429652465315235
CRACKS39,real,primary,102,1217,1966,70672,102,1319,212,2068,73957,2068,section_204,0.06023029229388772,0.03105022831040776,0.07733131159911046,0.049323017407885285,0.9830711235375394,0.07733131159911046,0.1025145067693302,0.08815974591489968
CRACKS39,real,primary,120,696,1405,76102,120,816,300,1525,78323,1525,section_213,0.10252029047371841,0.054029716343745926,0.14705882352760957,0.07868852458964795,0.9909372639911208,0.14705882352760957,0.19672131147411986,0.16830294040423407
CRACKS39,real,primary,0,1320,0,70746,0,1320,0,0,72066,0,section_223,0.0,0.0,0.0,0.0,0.9816834568311018,0.0,0.0,0.0
CRACKS39,real,primary,0,1145,0,73359,0,1145,0,0,74504,0,section_231,0.0,0.0,0.0,0.0,0.9846316976268409,0.0,0.0,0.0
CRACKS39,real,primary,0,339,0,73754,0,339,0,0,74093,0,section_239,0.0,0.0,0.0,0.0,0.9954246689969369,0.0,0.0,0.0
CRACKS39,real,primary,0,1875,0,97280,0,1875,0,0,99155,0,section_250,0.0,0.0,0.0,0.0,0.9810902122937843,0.0,0.0,0.0
CRACKS39,real,primary,0,1232,0,82400,0,1232,0,0,83632,0,section_251,0.0,0.0,0.0,0.0,0.98526879663275,0.0,0.0,0.0
CRACKS39,real,primary,0,1184,0,77698,0,1184,0,0,78882,0,section_256,0.0,0.0,0.0,0.0,0.9849902385840895,0.0,0.0,0.0
CRACKS39,real,primary,0,544,0,75407,0,544,0,0,75951,0,section_261,0.0,0.0,0.0,0.0,0.9928374873272251,0.0,0.0,0.0
CRACKS39,real,primary,0,315,0,75588,0,315,0,0,75903,0,section_262,0.0,0.0,0.0,0.0,0.9958499664043587,0.0,0.0,0.0
CRACKS39,real,primary,0,1364,0,77088,0,1364,0,0,78452,0,section_267,0.0,0.0,0.0,0.0,0.9826135726302729,0.0,0.0,0.0
CRACKS39,real,primary,0,955,0,86283,0,955,0,0,87238,0,section_277,0.0,0.0,0.0,0.0,0.9890529356471963,0.0,0.0,0.0
CRACKS39,real,primary,0,822,0,108414,0,822,0,0,109236,0,section_284,0.0,0.0,0.0,0.0,0.9924750082389513,0.0,0.0,0.0
CRACKS39,real,primary,0,924,0,78149,0,924,0,0,79073,0,section_287,0.0,0.0,0.0,0.0,0.9883145953737701,0.0,0.0,0.0
CRACKS39,real,primary,0,1060,0,90728,0,1060,0,0,91788,0,section_300,0.0,0.0,0.0,0.0,0.9884516494529799,0.0,0.0,0.0
CRACKS39,real,inclusive_uncertain,691,3723,12639,65386,692,4414,1149,13330,82439,13330,section_010,0.07788548241654762,0.04052072949038848,0.1565473493426449,0.05183795948983358,0.9461285794902334,0.15677390122302498,0.08619654913721965,0.11123466828163593
CRACKS39,real,inclusive_uncertain,463,2481,11210,60120,463,2944,891,11673,74274,11673,section_013,0.06335089279601604,0.03271160096083601,0.15726902173859625,0.0396641823010026,0.9603680452387405,0.15726902173859625,0.07632999228983438,0.10277734050186643
CRACKS39,real,inclusive_uncertain,526,2206,14227,64596,526,2732,973,14753,81555,14753,section_017,0.060165856448349916,0.031015979715766837,0.1925329428982704,0.03565376533583972,0.9669770366155255,0.1925329428982704,0.06595268758892024,0.09824967460174489
CRACKS39,real,inclusive_uncertain,288,1567,13020,73199,288,1855,718,13308,88074,13308,section_022,0.0379872056980558,0.019361344537802107,0.15525606468919,0.021641118124420166,0.9790412754459275,0.15525606468919,0.05395250976851972,0.0800775395376637
